Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
26332,4/8/22,"JPMorgan Chase Bank, N.A.",Electronic,Yes,1,Yes,Yes,,,Yes,,
26331,4/8/22,New Jersey Brain & Spine,Electronic,Yes,51,Yes,Yes,Yes,Yes,Yes,,
26330,4/8/22,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
26329,4/8/22,HDI Global Insurance Company,Electronic,Yes,1,,Yes,,,Yes,,
26328,4/8/22,Webster Five Cents Savings Bank,Electronic,,4,,,,Yes,,,
26323,4/8/22,EMC National Life Company,Electronic,Yes,568,Yes,Yes,Yes,Yes,Yes,,
26322,4/8/22,Geheber Lewis Associates,Electronic,Yes,1,Yes,,,,Yes,,
26347,4/11/22,International Brotherhood of Electrical Workers Local #5,Electronic,Yes,27,Yes,,,,Yes,,
26346,4/11/22,Rockland Trust,Electronic,Yes,1,Yes,,,,Yes,,
26345,4/11/22,Teamster Members Retirement Plan,Electronic,Yes,2,Yes,,,,Yes,,
26344,4/11/22,Apis Services Inc.,Electronic,Yes,4,Yes,,,,Yes,,
26343,4/11/22,The Village Bank,Electronic,,6,,Yes,,Yes,,,
26342,4/11/22,Adams Communtiy Bank,Electronic,,3,,,,Yes,,,
26341,4/11/22,Eagle Bank,Electronic,,2,,,,Yes,,,
26340,4/11/22,St. Mary's Credit Union,Electronic,,26,,,,Yes,,,
26360,4/12/22,"Wealth Strategy Advisors, llc",Electronic,,1,Yes,Yes,,,Yes,,
26357,4/12/22,South Shore Hospital Corporation,Electronic,Yes,4,Yes,Yes,,,Yes,,
26354,4/12/22,"Coastal Construction Group of South Florida, Inc.",Electronic,Yes,1,,Yes,,,Yes,,
26353,4/12/22,"Bob's Discount Furniture, LLC",Electronic,,6,,,,Yes,Yes,,
26352,4/12/22,Maplesoft,Electronic,Yes,28,,,,Yes,,,
26351,4/12/22,Churchill Mortgage Corporation,Electronic,Yes,58,Yes,Yes,Yes,Yes,Yes,,
26350,4/12/22,"Arkansas Otolaryngology Center, P.A.",Electronic,,2,,Yes,,,Yes,,
26349,4/12/22,"Harrison, Mauro, & Morgan P.A",Electronic,Yes,6,Yes,,,,Yes,,
26348,4/12/22,The Village Bank,Electronic,,1,,Yes,,Yes,,,
26366,4/13/22,"Burns Entertainment and Sports Marketing, LLC",Electronic,Yes,2,Yes,,,,Yes,,
26365,4/13/22,Rokstad Power Inc.,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,Yes
26364,4/13/22,TransNational Bankcard L.L.C.,Electronic,Yes,1,Yes,,,,Yes,,
26363,4/13/22,South Shore Bank,Electronic,Yes,2,Yes,,,,Yes,,
26362,4/13/22,Cooperative Bank of Cape Cod,Electronic,,240,,,,Yes,,,
26361,4/13/22,Snap-on Incorporated,Electronic,Yes,673,Yes,Yes,Yes,,Yes,,
26359,4/13/22,Commonwealth of Massachusetts Health Policy Commission,Electronic,,,Yes,,Yes,,Yes,,
26358,4/13/22,Eastern Bank,Electronic,,84,,,,Yes,,,
26356,4/13/22,Mutual One Bank,Electronic,,3,,,,Yes,,,
26371,4/14/22,Town of Hyde Park,Electronic,Yes,1,Yes,,,,Yes,,
26370,4/14/22,Bernards Township School District,Electronic,Yes,14,Yes,Yes,Yes,Yes,Yes,,
26369,4/14/22,"Mahaffey USA, LLC",Electronic,Yes,10,Yes,Yes,Yes,,Yes,,
26368,4/14/22,St. Marys Credit Union,Electronic,,2,,,,Yes,,,
26367,4/14/22,"Miranda CPA, PLLC",Electronic,Yes,2,Yes,,,,Yes,,
26384,4/15/22,"Healthplex, Inc.",Electronic,Yes,32,Yes,Yes,Yes,Yes,Yes,,
26383,4/15/22,Kingsley and Kingsley Lawyers,Electronic,Yes,9,Yes,,,,Yes,,
26382,4/15/22,Intuit Inc.,Electronic,,1,,,Yes,,Yes,,
26375,4/15/22,Portageville School District,Electronic,Yes,1,Yes,,,,Yes,,
26374,4/15/22,Citizens Bank,Paper,,209,,Yes,,,Yes,,
26373,4/15/22,Adams Communtiy Bank,Electronic,,1,,,,Yes,,,
26385,4/16/22,PlanMember Securities Corporation,Electronic,Yes,188,Yes,Yes,,,Yes,,
26386,4/17/22,City of Gloucester,Electronic,Yes,62,Yes,,Yes,,Yes,,
26397,4/18/22,Array Marketing Canada/Summit,Electronic,Yes,3,Yes,,,,Yes,,
26396,4/18/22,"American Express Travel Related Services Company, Inc.",Electronic,,15,,,,Yes,Yes,,
26395,4/18/22,"American Express Travel Related Services Company, Inc.",Electronic,,25,,,,Yes,,,
26394,4/18/22,The Santa Fe Opera,Electronic,Yes,61,Yes,Yes,Yes,Yes,Yes,,
26393,4/18/22,"American Express Travel Related Services Company, Inc.",Electronic,,21,,,,Yes,,,
26392,4/18/22,"UNAPEN, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
26391,4/18/22,"IDC Research, Inc.",Electronic,Yes,107,Yes,Yes,,,Yes,,
26390,4/18/22,UNITE HERE Retirement Fund,Electronic,,17133,Yes,,,,Yes,,
26389,4/18/22,"Ritch, Greenberg & Hassan, PC",Electronic,Yes,92,Yes,Yes,Yes,,Yes,,
26388,4/18/22,Adams Community Bank,Electronic,,1,,,,Yes,,,
26387,4/18/22,WINCHESTER SAVINGS BANK,Electronic,,4,,,,Yes,,,
26402,4/19/22,Amerifirst Financial Corporation,Electronic,Yes,6,Yes,,Yes,,Yes,,
26401,4/19/22,"Forshaw, Inc.",Electronic,Yes,11,Yes,,,,Yes,,
26400,4/19/22,United McGill Corporation,Electronic,Yes,2,Yes,Yes,,,Yes,,
26399,4/19/22,Rockland Trust,Paper,Yes,,,,Yes,,Yes,,
26398,4/19/22,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
26381,4/19/22,Spaulding Hospital,Paper,,1,,,,,Yes,,
26380,4/19/22,Main Street Bank,Electronic,,14,,,,Yes,,,
26379,4/19/22,Main Street Bank,Electronic,,1,,,,Yes,,,
26378,4/19/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26377,4/19/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26376,4/19/22,Jon-Don LLC,Electronic,Yes,14,Yes,,,,Yes,,
26412,4/20/22,St. Marys Credit Union,Electronic,,4,,,,Yes,,,
26411,4/20/22,"Burkhart Dental Supply Co., Inc.",Electronic,Yes,2,Yes,,Yes,,Yes,,
26410,4/20/22,Truist Financial Corporation,Electronic,,1,Yes,,,,Yes,,
26409,4/20/22,"Goldsmith Molis & Gray, PLLC",Electronic,Yes,2,Yes,,,,Yes,,
26408,4/20/22,Henry Company,Electronic,Yes,92,Yes,,,,Yes,,
26407,4/20/22,"Zelus Consulting Group, LLC",Electronic,,7,Yes,,,,Yes,,
26406,4/20/22,"Bob's Red Mill Natural Foods, Inc.",Electronic,Yes,62,,,,Yes,,,
26405,4/20/22,American Society of Echocardiography,Electronic,Yes,3,Yes,Yes,Yes,Yes,Yes,,
26404,4/20/22,IBKC Mortgage,Electronic,,1,,Yes,,,Yes,,
26403,4/20/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26421,4/21/22,HEINEKEN USA,Electronic,Yes,,Yes,,,,Yes,,Yes
26420,4/21/22,The Smith & Wollensky Restaurant Group Inc.,Electronic,Yes,480,Yes,Yes,Yes,,Yes,,
26419,4/21/22,Sterling Valley Systems dba Inntopia,Electronic,Yes,4312,,,,Yes,Yes,,
26418,4/21/22,"Woods Construction, Inc.",Electronic,Yes,10,Yes,,Yes,,Yes,,
26417,4/21/22,ProMed Molded Products,Electronic,Yes,3,Yes,,,,Yes,,
26416,4/21/22,"Qumpus, Inc. d/b/a Better World Books",Electronic,Yes,1,Yes,,,,Yes,,
26415,4/21/22,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
26414,4/21/22,Rialto Markets LLC,Electronic,Yes,64,Yes,Yes,Yes,Yes,Yes,,
26413,4/21/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26436,4/22/22,Easterns Automotive Group,Electronic,Yes,1,Yes,,Yes,,Yes,,
26435,4/22/22,The Village Bank,Electronic,,1,,Yes,,Yes,,,
26434,4/22/22,The Village Bank,Electronic,,1,,Yes,,Yes,,,
26433,4/22/22,"American Express Travel Related Services Company, Inc.",Electronic,,179,,,,Yes,,,
26431,4/22/22,The Mental Health Center of Greater Manchester,Electronic,,8,,,,,,,
26430,4/22/22,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
26429,4/22/22,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
26428,4/22/22,Columbus Metropolitan Housing Authority,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
26427,4/22/22,"Illinois Gastroenterology Group, PLLC",Electronic,Yes,2,Yes,,,,Yes,,
26426,4/22/22,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,
26425,4/22/22,MKRS Law,Electronic,Yes,7,Yes,,Yes,,Yes,,
26424,4/22/22,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,
26423,4/22/22,The Village Bank,Electronic,,3,,Yes,,Yes,,,
26422,4/22/22,American Honda Finance Corporation,Electronic,,2,,Yes,,,Yes,,
26452,4/25/22,Silversea Cruises Ltd.,Electronic,Yes,58,Yes,Yes,,,,,
26451,4/25/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26450,4/25/22,Main Street Bank,Electronic,,3,,,,Yes,,,
26449,4/25/22,Main Street Bank,Electronic,,3,,,,Yes,,,
26448,4/25/22,Cooley Dickinson Health Care,Both,Yes,1,Yes,,,,Yes,,
26446,4/25/22,"Quantitative Economic Solutions, LLC",Electronic,Yes,50,Yes,Yes,,,Yes,,
26443,4/25/22,Hills Properties,Electronic,Yes,23,Yes,Yes,,,Yes,,
26442,4/25/22,ARcare,Electronic,Yes,42,Yes,,,,Yes,,
26441,4/25/22,"Cummins-Wagner Co., Inc.",Electronic,Yes,39,Yes,Yes,,,Yes,,
26440,4/25/22,Lewis and Clark Community College,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
26439,4/25/22,Adams Community Bank,Electronic,,3,,,,Yes,,,
26438,4/25/22,"Southcoast Physician's Group, Inc.",Paper,Yes,1,,Yes,,,Yes,,
26437,4/25/22,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
26432,4/25/22,St. Marys Credit Union,Electronic,,1,,,,Yes,,,
26445,4/26/22,Lincoln National Life Insurance Company,Both,Yes,1,Yes,Yes,,,Yes,,
26464,4/27/22,Adams Community Bank,Electronic,,3,,,,Yes,,,
26463,4/27/22,Reeb Millwork,Electronic,Yes,15,Yes,,Yes,,Yes,,
26462,4/27/22,Fairfield County Implants & Periodontics,Electronic,Yes,49,Yes,,,,Yes,,
26461,4/27/22,SAVERS BANK,Electronic,,6,,,,Yes,,,
26460,4/27/22,SAVERS BANK,Electronic,,3,,,,Yes,,,
26459,4/27/22,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
26458,4/27/22,"Alvis, Inc.",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
26457,4/27/22,"American Express Travel Related Services Company, Inc.",Electronic,,3,,,,Yes,,,
26456,4/27/22,"Smith Transport, Inc.",Electronic,Yes,49,Yes,,Yes,,Yes,,
26455,4/27/22,"Summit Eye Associates, P.C.",Electronic,Yes,9,Yes,,,,Yes,,
26454,4/27/22,"Allied Eye Physicians & Surgeons, Inc.",Electronic,,3,Yes,,,,Yes,,
26453,4/27/22,"Worcester County, Maryland",Electronic,Yes,1,Yes,,,,Yes,,
26447,4/27/22,Main Street Bank,Electronic,,1,,,,Yes,,,
26444,4/27/22,Martellor LLC,Electronic,Yes,3,,,,Yes,,,
26472,4/28/22,Valley View Hospital Association,Electronic,Yes,16,,,,,,,
26471,4/28/22,Digital Federal Credit Union,Paper,Yes,1,,,,Yes,Yes,,
26470,4/28/22,President and Fellows of Harvard College,Electronic,Yes,4,Yes,Yes,,,Yes,,
26469,4/28/22,Adams Community Bank,Electronic,,1,,,,Yes,,,
26468,4/28/22,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
26467,4/28/22,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
26466,4/28/22,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
26465,4/28/22,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
26502,4/29/22,Williams Sonoma Inc,Electronic,,2,,,,Yes,,,
26482,4/29/22,Concorde General Agency,Electronic,Yes,2,,Yes,,,,,
26481,4/29/22,Ad Astra Eye LLC,Electronic,,3,Yes,,,,Yes,,
26479,4/29/22,University Title Company,Electronic,Yes,14,Yes,Yes,Yes,,Yes,,
26478,4/29/22,"Mike Martin & Associates, Inc. d/b/a Martin Tax & Financial Services",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
26476,4/29/22,"Pedersen Worldwide, LLC and its subsidiaries",Electronic,Yes,3,Yes,,,,Yes,,
26475,4/29/22,"Frank Eye Center, P.A.",Electronic,,2,Yes,,,,Yes,,
26474,4/29/22,"Brian D. Goguen, P.C.",Electronic,Yes,2134,Yes,Yes,,,Yes,,
26473,4/29/22,Janney Montgomery Scott LLC,Electronic,Yes,916,Yes,Yes,,,Yes,,
26489,5/2/22,Jackson National Life Insurance Company,Paper,Yes,1,,Yes,,,,,
26488,5/2/22,"Greenstein DeLorme & Luchs, PC",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
26487,5/2/22,"American Express Travel Related Services Company, Inc.",Electronic,,10,,,,Yes,,,
26485,5/2/22,Main Street Bank,Electronic,,2,,,,Yes,,,
26484,5/2/22,Jackson National Life Insurance Company,Electronic,Yes,1,,Yes,,,,,
26483,5/2/22,The University of Alabama,Electronic,,1,Yes,,,,Yes,,
26477,5/2/22,Allianz Life,Electronic,Yes,3,Yes,,,,Yes,,
26493,5/3/22,First Carolina Bank,Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
26491,5/3/22,"UFCW & Employers Trust, LLC",Electronic,Yes,2,Yes,,,,Yes,,
26490,5/3/22,National Association for Home Care & Hospice,Electronic,Yes,1,Yes,,,,Yes,,
26486,5/3/22,Utilities Board of The City of Foley,Electronic,Yes,27,Yes,Yes,Yes,Yes,Yes,,
26498,5/4/22,Circle Federal Credit Union,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
26497,5/4/22,The Lincoln National Life Insurance Company,Electronic,Yes,1,Yes,Yes,,,Yes,,
26496,5/4/22,Community Council of Nashua d/b/a Greater Nashua Mental Health,Electronic,,14,Yes,,,,Yes,,
26494,5/4/22,"DiSiena CPAs, LLP",Electronic,Yes,1,Yes,,,,Yes,,
26492,5/4/22,"Barsh and Cohen, P.C.",Electronic,Yes,2,Yes,Yes,,Yes,Yes,,Yes
26509,5/5/22,"Wells Fargo Bank, N.A.",Electronic,Yes,254,Yes,,,,Yes,,
26507,5/5/22,Great Plains Beef LLC,Electronic,Yes,3,Yes,Yes,Yes,Yes,Yes,,
26501,5/5/22,Bank of America,Electronic,,1,Yes,,,,Yes,,
26500,5/5/22,Phillips Academy,Electronic,Yes,2,Yes,,,,Yes,,
26499,5/5/22,WINCHESTER SAVINGS BANK,Electronic,,4,,,,Yes,,,
26495,5/5/22,Watertown Savings,Electronic,,5,,,,Yes,,,
26520,5/6/22,Construction Supply Group,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
26519,5/6/22,Jackson County Hospital District,Electronic,Yes,51,Yes,,,,Yes,,
26518,5/6/22,"Malley's Candies, Inc.",Electronic,Yes,255,,,,Yes,,,
26517,5/6/22,Oklahoma City Indian Clinic,Electronic,Yes,3,,,,,Yes,,
26516,5/6/22,FPS Medical Center,Electronic,Yes,16,Yes,,Yes,,Yes,,
26515,5/6/22,Cornish College of the Arts,Electronic,Yes,101,Yes,Yes,Yes,,Yes,,
26512,5/6/22,"Calvary Design Team, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
26511,5/6/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26510,5/6/22,Watertown Savins Bank,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
26506,5/6/22,Massachusetts General Hospital,Electronic,,1,Yes,,,,Yes,,
26505,5/6/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26504,5/6/22,Wilson Financial Services,Electronic,Yes,1,Yes,Yes,Yes,,,,
26503,5/6/22,Lifetech Resources,Electronic,Yes,1,Yes,,,,Yes,,
26525,5/9/22,Eastern Bank,Electronic,,205,,,,Yes,,,
26524,5/9/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26523,5/9/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26522,5/9/22,Massachusetts Executive Office of Health and Human Services,Electronic,,1,Yes,,,,,,
26521,5/9/22,Wally Edgar Chevrolet,Electronic,Yes,1,Yes,,Yes,,Yes,,
26513,5/9/22,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
26608,5/10/22,Principal Financial Group,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
26534,5/10/22,Intuit Inc.,Electronic,,1,Yes,,Yes,,Yes,,
26530,5/10/22,TIAA,Electronic,Yes,1,,Yes,,,Yes,,
26529,5/10/22,SAVERS BANK,Electronic,,2,,,,Yes,,,
26528,5/10/22,"Wells Fargo Bank, N.A.",Paper,Yes,1,,,,Yes,Yes,,
26527,5/10/22,"Liberty Partners Financial Services, LLC",Electronic,Yes,246,Yes,Yes,Yes,Yes,Yes,,
26526,5/10/22,Bank of America,Electronic,Yes,1,Yes,,,Yes,Yes,,
26514,5/10/22,"Research Partnership, Ltd.",Electronic,Yes,1,Yes,,,,Yes,,
26541,5/11/22,The Village Bank,Electronic,,1,,Yes,,Yes,,,
26539,5/11/22,Brown Brothers Harriman & Co. and its affiliates,Electronic,,442,Yes,Yes,,,Yes,,
26538,5/11/22,"GCF Valuation, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
26537,5/11/22,"Reed & Dailey Associates, Inc",Electronic,Yes,6,Yes,Yes,,,Yes,,
26536,5/11/22,"Allied Beverage Group, L.L.C.",Electronic,Yes,8,Yes,,,,Yes,,
26535,5/11/22,"Behavioral Health Partners of MetroWest , LLC.",Electronic,Yes,10735,Yes,,Yes,Yes,Yes,,
26533,5/11/22,Quantedge Global Fund,Electronic,,2,Yes,,,,Yes,,
26532,5/11/22,Adams Community Bank,Electronic,,1,,,,Yes,,,
26531,5/11/22,Town of Fairhaven,Electronic,,21188,Yes,,,,Yes,,
26546,5/12/22,"IHF Online, LLC",Electronic,Yes,13,,,,Yes,,,
26545,5/12/22,Parker-Hannifin Corporation,Electronic,Yes,1310,Yes,Yes,Yes,,Yes,,
26544,5/12/22,Profitero LLC,Electronic,Yes,99,Yes,Yes,Yes,,Yes,,
26543,5/12/22,Marans Newman Tsolis & Nazinitsky LLC,Electronic,Yes,35,Yes,Yes,Yes,,Yes,,
26542,5/12/22,Albin Randall & Bennett PA,Electronic,Yes,22,Yes,Yes,,,Yes,,
26540,5/12/22,Argo Turboserve Corporation,Electronic,Yes,6,Yes,,,,Yes,,
26556,5/13/22,"Baum Sigman Auerbach & Neuman, Ltd.",Electronic,Yes,3,Yes,,,,Yes,,
26555,5/13/22,LIFESPAN Services,Electronic,Yes,1,Yes,,Yes,,Yes,,
26554,5/13/22,"48forty Solutions, LLC",Electronic,Yes,111,Yes,,,,Yes,,
26553,5/13/22,"Starr Hill Brewery, LLC",Electronic,Yes,1,Yes,,,,Yes,,
26552,5/13/22,Shaker Heights City School District,Electronic,Yes,12,Yes,,,,Yes,,
26551,5/13/22,"Law Enforcement Health Benefits, Inc.",Electronic,Yes,19,Yes,,,,Yes,,
26550,5/13/22,Gershman Investment Corp.,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
26549,5/13/22,"Assurance IQ, LLC and USA Family Protection Insurance Services, LLC",Electronic,Yes,183,,,Yes,,Yes,,
26548,5/13/22,Genetics & IVF Institute,Electronic,Yes,12,Yes,Yes,,Yes,Yes,,
26565,5/16/22,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
26564,5/16/22,The Northwestern Mutual Life Insurance Company,Paper,Yes,1,Yes,,Yes,,,,
26563,5/16/22,Public Employees Credit Union,Electronic,Yes,6,Yes,Yes,,,Yes,,
26562,5/16/22,Aetna Bridge Company,Electronic,Yes,108,Yes,Yes,,,Yes,,
26561,5/16/22,Berkshire Community College,Electronic,,1,Yes,,,,,,
26560,5/16/22,Department of Revenue,Paper,,5,Yes,,,,,,
26559,5/16/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26558,5/16/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26557,5/16/22,"Wells Fargo Bank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
26547,5/16/22,WINCHESTER SAVINGS BANK,Electronic,,4,,,,Yes,,,
26571,5/17/22,Rockland Trust,Paper,,1,,Yes,,,Yes,,
26570,5/17/22,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
26569,5/17/22,Rockland Trust,Electronic,Yes,1,Yes,,,,Yes,,
26568,5/17/22,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
26567,5/17/22,Rockland Trust,Electronic,,2,,Yes,,,Yes,,
26566,5/17/22,"Heidell Pittoni Murphy & Bach, LLP",Electronic,Yes,108,Yes,,,,Yes,,
26585,5/18/22,Frontline Insurance Managers,Electronic,Yes,1,Yes,,,,Yes,,
26584,5/18/22,"Fredette, Sankowski, Woodcock & Co.",Electronic,Yes,2,Yes,Yes,,,Yes,,
26583,5/18/22,"Leader Bank, N.A.",Paper,,14,,Yes,,,,,
26582,5/18/22,"Altair Engineering, Inc.",Electronic,Yes,1,,,,Yes,Yes,,
26581,5/18/22,"American Express Travel Related Services Company, Inc.",Electronic,,4,,,,Yes,,,
26580,5/18/22,"American Express Travel Related Services Company, Inc.",Electronic,,16,,,,Yes,,,
26579,5/18/22,Partnership HealthPlan of California,Electronic,Yes,144,Yes,,Yes,,Yes,,
26578,5/18/22,"Brinster & Bergman, LLP",Electronic,Yes,2,Yes,Yes,,,Yes,,
26577,5/18/22,"H.I.G. Capital, LLC",Electronic,Yes,62,Yes,,,,Yes,,
26576,5/18/22,"Streff Associates, LLC",Electronic,Yes,4,,,,Yes,Yes,,
26575,5/18/22,Clements Worldwide Insurance,Electronic,Yes,2,Yes,,Yes,,Yes,,
26574,5/18/22,"Interstate Transport, Inc.",Electronic,Yes,3,,Yes,,,,,
26573,5/18/22,First Financial Credit Union,Electronic,Yes,53,Yes,Yes,Yes,Yes,Yes,,
26599,5/19/22,Albany Bank & Trust Co. N.A.,Electronic,Yes,5,Yes,Yes,Yes,Yes,Yes,,
26598,5/19/22,Salem Five Cents Savings Bank,Electronic,,3,,,,Yes,,,
26597,5/19/22,"PAR, Inc.",Electronic,Yes,29,Yes,,,,Yes,,
26596,5/19/22,Salem Five Cents Savings Bank,Electronic,,2,,,,Yes,,,
26595,5/19/22,"ChemStation International, Inc.",Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
26594,5/19/22,WBRC Inc,Electronic,Yes,2,Yes,,,,Yes,,
26593,5/19/22,"Wells Fargo Bank, N.A.",Paper,Yes,1,,,Yes,,Yes,,
26592,5/19/22,"East Tennessee Children's Hospital Association, Inc.",Electronic,Yes,15,Yes,,,,Yes,,
26591,5/19/22,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
26590,5/19/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26589,5/19/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26588,5/19/22,"Charles Schwab & Co., Inc.",Electronic,Yes,2,Yes,,,,Yes,,
26587,5/19/22,"M3 Accounting Systems, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
26586,5/19/22,Cape Cod Five,Electronic,Yes,1,,Yes,,,,,
26610,5/20/22,SAVERS BANK,Electronic,,1,,,,Yes,,,
26609,5/20/22,Hoist and Crane Service Group,Electronic,Yes,1,Yes,,,,Yes,,
26607,5/20/22,Walworth County Wisconsin,Electronic,Yes,1,Yes,,Yes,,Yes,,
26606,5/20/22,Thesy LLC d/b/a Element Vape,Electronic,Yes,9,,,,Yes,,,
26605,5/20/22,"Dick's Sporting Goods, Inc. (A.D. Starr)",Electronic,,59,,,,Yes,Yes,,
26604,5/20/22,Inglis Foundation,Electronic,Yes,1,Yes,Yes,,Yes,Yes,,
26603,5/20/22,D&H Company,Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
26602,5/20/22,"American Express Travel Related Services Company, Inc.",Electronic,,64,,,,Yes,,,
26601,5/20/22,Nederlander Theatrical Corp.,Electronic,Yes,27,Yes,,,,Yes,,
26600,5/20/22,"Oswego County Opportunities, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
26617,5/23/22,"Biolase, Inc.",Electronic,Yes,142,Yes,Yes,Yes,Yes,Yes,,
26616,5/23/22,Digital Federal Credit Union,Paper,Yes,1,Yes,,,,Yes,,
26615,5/23/22,Casella Waste Systems,Electronic,,9,Yes,,,,Yes,,
26614,5/23/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26613,5/23/22,Mutual One Bank,Electronic,,1,,,,Yes,,,
26612,5/23/22,Salem Five Cents Savings Bank,Electronic,,74,,,,,,,
26611,5/23/22,WINCHESTER SAVINGS BANK,Electronic,,5,,,,Yes,,,
26627,5/24/22,Colonial Life & Accident Insurance Company,Electronic,Yes,9,Yes,,,,Yes,,
26625,5/24/22,Val Verde Regional Medical Center,Electronic,Yes,16,Yes,,,,Yes,,
26624,5/24/22,"American Express Travel Related Services Company, Inc.",Electronic,,7,,,,Yes,,,
26623,5/24/22,"Wells Fargo Bank, N.A.",Electronic,Yes,82,,Yes,,,Yes,,
26622,5/24/22,"Willians -Sonoma, Inc.",Electronic,Yes,1,,,,Yes,,,
26621,5/24/22,"Comstar, LLC",Electronic,Yes,306058,Yes,Yes,Yes,Yes,Yes,,
26620,5/24/22,Allwell Behavioral Health Services,Electronic,Yes,2,Yes,,Yes,,Yes,,
26619,5/24/22,Allaire Healthcare Group,Electronic,Yes,93,Yes,Yes,,,Yes,,
26618,5/24/22,Fall River Municipal Credit Union,Paper,Yes,1,,Yes,,,,,
28130,5/25/22,EmergeOrtho,Electronic,Yes,45,Yes,Yes,Yes,,Yes,,
26637,5/25/22,"Leader Bank, N.A.",Paper,Yes,1,Yes,,,,Yes,,
26636,5/25/22,"Elephant Insurance Services, LLC",Electronic,Yes,402,,,Yes,,Yes,,
26635,5/25/22,Bank of America,Electronic,Yes,2,Yes,,,Yes,Yes,,
26634,5/25/22,"AdviceOne, LLC",Electronic,Yes,268,Yes,Yes,Yes,,Yes,,
26633,5/25/22,Gerber Technology LLC,Electronic,Yes,269,Yes,Yes,Yes,,Yes,,
26631,5/25/22,"Centerline Communications, LLC",Electronic,Yes,26,Yes,,,,Yes,,
26630,5/25/22,"Dutton, Daniels, Hines, Kalkhoff, Cook & Swanson, P.L.C.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
26629,5/25/22,"Deep Foundations Institute, Inc.",Electronic,,17,,,,Yes,,,
26628,5/25/22,Vance Street Capital,Electronic,Yes,1,Yes,,,,Yes,,
26626,5/25/22,"C.R. England, Inc.",Electronic,Yes,939,Yes,,,,Yes,,
26656,5/26/22,"3T Brands, Inc",Electronic,Yes,11,Yes,Yes,Yes,Yes,Yes,,
26655,5/26/22,St. Marys Credit Union,Electronic,,3,,,,Yes,,,
26654,5/26/22,"Corbett Technology Solutions, Inc",Electronic,Yes,4,Yes,,,,Yes,,
