,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen,Organization Categories
9757,0.0,1.0,0.0,0.0,2016-07-20,American Express Travel Related Services,False,11.0,False,False,False,True,False,False,False,Technology
9758,0.0,1.0,0.0,0.0,2016-07-20,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False,Healthcare
9759,0.0,0.0,1.0,0.0,2016-07-20,"CiCi Enterprises, LP",False,0.0,False,False,False,True,False,False,False,Corporation
9760,0.0,1.0,0.0,0.0,2016-07-21,Institute of Management Accountants,True,5.0,False,False,False,True,True,False,False,Corporation
9761,0.0,1.0,0.0,0.0,2016-07-21,Capital One,True,1.0,True,False,False,True,True,False,False,Technology
9762,0.0,1.0,0.0,0.0,2016-07-21,"inVentive Health, Inc.",True,41.0,True,False,False,False,True,False,False,Healthcare
9763,0.0,1.0,0.0,0.0,2016-07-22,Bank of America,True,1.0,True,True,False,False,True,False,False,Technology
9764,0.0,1.0,0.0,0.0,2016-07-22,St. Mary's Credit Union,False,1.0,False,True,False,True,False,False,False,Healthcare
9765,0.0,1.0,0.0,0.0,2016-07-22,Discover Financial Services,False,41.0,False,False,False,True,False,False,False,Healthcare
9766,0.0,1.0,0.0,0.0,2016-07-22,The Village Bank,False,8.0,False,False,False,True,False,False,False,Finance
9767,0.0,1.0,0.0,0.0,2016-07-22,The Village Bank,False,1.0,False,False,False,True,False,False,False,Finance
9768,0.0,1.0,0.0,0.0,2016-07-22,The Village Bank,False,6.0,False,False,False,True,False,False,False,Finance
9769,0.0,1.0,0.0,0.0,2016-07-25,"The Vanguard Group, Inc",True,1.0,False,True,False,False,False,False,False,Finance
9770,0.0,1.0,0.0,0.0,2016-07-25,The Commonwelath of MA- Department of Revenue,True,3.0,True,True,False,False,False,False,False,Corporation
9771,0.0,1.0,0.0,0.0,2016-07-25,Fidelity Investments,True,1.0,True,False,False,False,True,False,False,Finance
9772,0.0,1.0,0.0,0.0,2016-07-25,Webster Five,False,10.0,False,False,False,True,False,False,False,Finance
9773,0.0,1.0,0.0,0.0,2016-07-25,NLU Products LLC,True,41.0,False,False,False,True,True,False,False,Corporation
9774,0.0,1.0,0.0,0.0,2016-07-25,American Express Travel Related Services,False,8.0,False,False,False,True,False,False,False,Technology
9775,0.0,1.0,0.0,0.0,2016-07-25,American Express Travel Related Services,False,9.0,False,False,False,True,False,False,False,Technology
9776,0.0,1.0,0.0,0.0,2016-07-26,"PMG Physician Associates, P.C.",True,2.0,False,True,False,False,True,False,False,Healthcare
9777,0.0,1.0,0.0,0.0,2016-07-26,Watertown Savings Bank,False,2.0,False,False,False,True,True,False,False,Finance
9778,0.0,1.0,0.0,0.0,2016-07-26,Watertown Savings Bank,False,11.0,False,False,False,True,True,False,False,Finance
9779,0.0,0.0,1.0,0.0,2016-07-27,Watertown Savings Bank,False,3.0,False,False,False,True,False,False,False,Finance
9780,0.0,1.0,0.0,0.0,2016-07-27,St. Mary's Credit Union,False,5.0,False,False,False,True,False,False,False,Healthcare
9781,0.0,1.0,0.0,0.0,2016-07-27,Dallas Nephrology Associates,True,1.0,True,True,False,False,True,False,False,Other
9782,0.0,1.0,0.0,0.0,2016-07-27,Steward Medical Group,True,1.0,True,False,False,False,True,False,False,Technology
9783,0.0,1.0,0.0,0.0,2016-07-27,Florence Bank,True,41.0,False,False,False,True,False,False,False,Finance
9784,0.0,1.0,0.0,0.0,2016-07-28,St. Mary's Credit Union,False,10.0,False,False,False,True,False,False,False,Healthcare
9785,0.0,1.0,0.0,0.0,2016-07-28,"Healthways, Inc.",True,41.0,True,True,True,False,True,False,False,Healthcare
9786,0.0,1.0,0.0,0.0,2016-07-28,Salem Five,False,2.0,False,False,False,True,False,False,False,Finance
9787,0.0,1.0,0.0,0.0,2016-07-28,Specialty Equipment Market Association,True,7.0,False,False,False,True,True,False,False,Other
9788,0.0,1.0,0.0,0.0,2016-07-28,Comic-Con International,True,1.0,False,True,False,False,False,False,False,Corporation
9789,0.0,1.0,0.0,0.0,2016-07-28,Salem Five,False,41.0,False,False,False,True,False,False,False,Finance
9790,0.0,1.0,0.0,0.0,2016-07-28,Savers Bank,False,1.0,False,False,False,True,False,False,False,Finance
9791,0.0,1.0,0.0,0.0,2016-07-28,The Village Bank,False,5.0,False,False,False,True,False,False,False,Finance
9792,0.0,1.0,0.0,0.0,2016-07-29,The Village Bank,False,16.0,False,False,False,True,False,False,False,Finance
9793,0.0,1.0,0.0,0.0,2016-07-29,Salem Five,True,1.0,False,True,False,False,False,False,False,Finance
9794,0.0,1.0,0.0,0.0,2016-07-29,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,Finance
9795,0.0,1.0,0.0,0.0,2016-07-29,Anthem Blue Cross Blue Shield,True,20.0,True,False,False,False,False,False,False,Finance
9796,0.0,1.0,0.0,0.0,2016-07-29,Metropolitan Life Insurance Company,True,1.0,True,False,False,False,True,False,False,Finance
9797,0.0,1.0,0.0,0.0,2016-07-29,Belmont Savings Bank,True,1.0,False,True,False,True,False,False,False,Finance
9798,0.0,1.0,0.0,0.0,2016-07-29,North Shore Medical Center,True,2.0,False,True,False,False,True,False,False,Technology
9799,0.0,1.0,0.0,0.0,2016-07-29,Adams Community Bank,False,1.0,False,False,False,True,True,False,False,Finance
9800,0.0,1.0,0.0,0.0,2016-07-29,Internet Chess Club,True,37.0,False,False,False,True,True,False,False,Other
9801,0.0,1.0,0.0,0.0,2016-08-01,Pilgrim Bank,False,3.0,False,False,False,True,False,False,False,Finance
9802,0.0,1.0,0.0,0.0,2016-08-01,Southbridge Savings Bank,True,41.0,False,False,False,True,False,False,False,Finance
9803,0.0,1.0,0.0,0.0,2016-08-01,Kindred Healthcare,True,1.0,False,True,False,False,True,False,False,Technology
9804,0.0,1.0,0.0,0.0,2016-08-01,"Smith Patrick, LLC",True,4.0,True,False,False,False,True,False,False,Corporation
9805,0.0,1.0,0.0,0.0,2016-08-01,Mass Mutual Financial Group,True,1.0,True,True,True,False,True,False,False,Healthcare
9806,0.0,1.0,0.0,0.0,2016-08-01,Eagle Bank,False,2.0,False,False,False,True,True,False,False,Finance
9807,0.0,1.0,0.0,0.0,2016-08-01,"Nordic Consulting Partners, Inc.",True,11.0,True,False,False,False,True,False,False,Finance
9808,0.0,1.0,0.0,0.0,2016-08-01,"KGA, Inc.",True,41.0,True,False,False,False,True,False,False,Corporation
9809,0.0,1.0,0.0,0.0,2016-08-01,"Vanguard Group, Inc.",False,1.0,False,True,False,False,False,False,False,Finance
9810,0.0,1.0,0.0,0.0,2016-08-02,"American Express Travel Related Services Company, Inc.",False,1.0,False,False,False,True,False,False,False,Technology
9811,0.0,1.0,0.0,0.0,2016-08-02,Zero Gravity Solutions,True,2.0,True,False,False,False,False,False,False,Other
9812,0.0,1.0,0.0,0.0,2016-08-03,Banner Health,True,41.0,True,False,False,False,True,False,False,Healthcare
9813,0.0,0.0,1.0,0.0,2016-08-04,Salem Five,False,3.0,False,False,False,True,False,False,False,Finance
9814,0.0,1.0,0.0,0.0,2016-08-04,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9815,0.0,1.0,0.0,0.0,2016-08-04,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9816,0.0,0.0,1.0,0.0,2016-08-04,Salem Five,False,41.0,False,False,False,True,False,False,False,Finance
9817,0.0,0.0,1.0,0.0,2016-08-04,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9818,0.0,1.0,0.0,0.0,2016-08-04,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9819,0.0,1.0,0.0,0.0,2016-08-04,Sport-Brella/Pro Performance Sports LLC,True,35.0,False,False,False,True,True,False,False,Corporation
9820,0.0,1.0,0.0,0.0,2016-08-04,Santander Bank,True,41.0,False,False,False,True,False,False,False,Finance
9821,0.0,1.0,0.0,0.0,2016-08-04,The Cooperative Bank of Cape Cod,False,41.0,False,False,False,True,False,False,False,Technology
9822,0.0,1.0,0.0,0.0,2016-08-05,Academy of Nutrition and Dietetics,True,18.0,False,False,False,True,False,False,False,Technology
9823,0.0,1.0,0.0,0.0,2016-08-05,American Society of Safety Engineers,True,3.0,False,False,False,True,True,False,False,Technology
9824,0.0,1.0,0.0,0.0,2016-08-05,North Shore Medical Center,True,21.0,True,True,False,False,True,False,False,Technology
9825,0.0,1.0,0.0,0.0,2016-08-05,New York City Bar Association,True,1.0,False,False,False,True,False,False,False,Other
9826,0.0,1.0,0.0,0.0,2016-08-05,Mutual One Bank,False,4.0,False,False,False,True,False,False,False,Finance
9827,0.0,1.0,0.0,0.0,2016-08-05,Sage Bank,True,3.0,True,True,True,False,True,False,False,Finance
9828,0.0,0.0,1.0,0.0,2016-08-05,Santander Bank,True,41.0,False,False,False,True,False,False,False,Finance
9829,0.0,0.0,1.0,0.0,2016-08-05,Brown Brothers Harriman & Co.,True,1.0,False,True,False,False,True,False,False,Corporation
9830,0.0,1.0,0.0,0.0,2016-08-08,Multi-Color Global Label Solutions,True,41.0,True,False,False,False,True,False,True,Corporation
9831,0.0,1.0,0.0,0.0,2016-08-08,Massachusetts Department of Transportation-Registry of Motor Vehicles,True,1.0,False,False,True,False,False,False,False,Other
9832,0.0,1.0,0.0,0.0,2016-08-08,Savers Bank,False,5.0,False,False,False,True,False,False,False,Finance
9833,0.0,0.0,1.0,0.0,2016-08-08,Vanguard,True,4.0,False,True,False,False,False,False,False,Finance
9834,0.0,1.0,0.0,0.0,2016-08-08,Bay Path University,True,1.0,True,False,False,False,True,False,False,Other
9835,0.0,1.0,0.0,0.0,2016-08-08,Society for Industrial and Applied Mathematics,True,2.0,False,False,False,True,True,False,False,Other
9836,0.0,1.0,0.0,0.0,2016-08-08,Zuman,True,41.0,True,False,True,False,True,False,True,Other
9837,0.0,0.0,1.0,0.0,2016-08-08,Winchester Savings Bank,True,5.0,False,True,False,False,False,False,False,Finance
9838,0.0,0.0,1.0,0.0,2016-08-08,Tapestry Health System Inc.,True,41.0,True,False,False,False,True,False,False,Healthcare
9839,0.0,1.0,0.0,0.0,2016-08-08,Massachusetts Society of Certified Public Accountants,True,26.0,True,False,False,False,False,False,False,Corporation
9840,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,4.0,False,False,False,True,False,False,False,Finance
9841,1.0,0.0,0.0,0.0,2016-08-08,Eastern Bank,False,4.0,False,False,False,True,False,False,False,Finance
9842,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,26.0,False,False,False,True,False,False,False,Finance
9843,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,5.0,False,False,False,True,False,False,False,Finance
9844,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
9845,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
9846,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
9847,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
9848,0.0,0.0,1.0,0.0,2016-08-08,Eastern Bank,False,3.0,False,False,False,True,False,False,False,Finance
9849,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
9850,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
9851,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,13.0,False,False,False,True,False,False,False,Finance
9852,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,27.0,False,False,False,True,False,False,False,Finance
9853,0.0,0.0,1.0,0.0,2016-08-08,Eastern Bank,False,41.0,False,False,False,True,False,False,False,Finance
9854,0.0,1.0,0.0,0.0,2016-08-08,Eastern Bank,False,1.0,False,False,False,True,False,False,False,Finance
9855,0.0,1.0,0.0,0.0,2016-08-09,"7-Eleven, Inc.",True,41.0,True,False,False,False,True,False,False,Corporation
9856,0.0,1.0,0.0,0.0,2016-08-09,"Travel Caddy, Inc. d/b/a Travelon",True,41.0,False,False,False,True,False,False,False,Technology
9857,0.0,1.0,0.0,0.0,2016-08-09,Morton Hospital,True,1.0,True,False,False,False,True,False,False,Other
9858,0.0,0.0,1.0,0.0,2016-08-10,Penn State Alumni Association,True,3.0,False,False,False,True,True,False,False,Other
9859,0.0,1.0,0.0,0.0,2016-08-10,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9860,0.0,0.0,1.0,0.0,2016-08-10,Green Mountain Valley School,True,3.0,True,True,False,False,True,False,False,Other
9861,0.0,0.0,1.0,0.0,2016-08-11,Umass Memorial Medical Center,True,1.0,True,False,False,False,True,False,False,Technology
9862,0.0,1.0,0.0,0.0,2016-08-11,Prostethic & Orthotic Care,True,2.0,True,False,False,False,True,False,False,Technology
9863,0.0,1.0,0.0,0.0,2016-08-11,"PAX Labs, Inc.",True,41.0,False,False,False,True,True,False,False,Corporation
9864,0.0,1.0,0.0,0.0,2016-08-11,"7-Eleven, Inc.",True,41.0,True,False,False,False,True,False,False,Corporation
9865,0.0,1.0,0.0,0.0,2016-08-11,ACRT Inc.,True,41.0,True,False,True,False,True,False,False,Corporation
9866,0.0,1.0,0.0,0.0,2016-08-11,"Nourse Farms, Inc.",True,41.0,False,False,False,True,False,False,False,Corporation
9867,0.0,1.0,0.0,0.0,2016-08-11,Building Industry Consulting Service International,False,1.0,False,False,False,True,True,False,False,Finance
9868,0.0,0.0,1.0,0.0,2016-08-11,American College of Emergency Physicians,True,8.0,False,False,False,True,True,False,False,Technology
9869,0.0,1.0,0.0,0.0,2016-08-12,"Valley Anesthesiology Consultants Inc, d/b/a Valley Anesthesiology and Pain Consultants",True,41.0,True,True,False,False,True,False,False,Corporation
9870,0.0,1.0,0.0,0.0,2016-08-12,Watertown Savings Bank,False,16.0,False,False,False,True,False,False,False,Finance
9871,0.0,1.0,0.0,0.0,2016-08-12,"Bon Secours Health System, Inc.",False,41.0,True,True,False,False,True,False,False,Healthcare
9872,0.0,0.0,1.0,0.0,2016-08-12,"The Dennis Group, Inc.",True,41.0,True,False,False,False,True,False,False,Corporation
9873,0.0,1.0,0.0,0.0,2016-08-12,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9874,0.0,1.0,0.0,0.0,2016-08-12,"Rexel, Inc.",True,2.0,True,True,False,False,False,False,False,Corporation
9875,0.0,1.0,0.0,0.0,2016-08-15,"The Vanguard Group, Inc.",True,4.0,False,True,False,False,False,False,False,Finance
9877,0.0,1.0,0.0,0.0,2016-08-15,First Home Mortgage Corp.,True,7.0,True,True,True,False,True,False,True,Finance
9878,0.0,1.0,0.0,0.0,2016-08-16,USAA Federal Savings Bank,True,2.0,True,False,False,False,True,False,False,Finance
9879,0.0,1.0,0.0,0.0,2016-08-16,"Precision Pipeline, LLC",True,1.0,True,False,False,False,True,False,False,Corporation
9880,0.0,1.0,0.0,0.0,2016-08-17,Salem Five,False,2.0,False,False,False,True,False,False,False,Finance
9881,0.0,1.0,0.0,0.0,2016-08-17,J. Polep Distribution Services,True,41.0,True,False,False,False,True,False,False,Corporation
9882,0.0,1.0,0.0,0.0,2016-08-18,Salem Five,False,9.0,False,False,False,True,False,False,False,Finance
9883,0.0,0.0,1.0,0.0,2016-08-18,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9884,0.0,1.0,0.0,0.0,2016-08-19,Marlborough Savings Bank,False,14.0,False,False,False,True,False,False,False,Finance
9885,0.0,1.0,0.0,0.0,2016-08-19,Marlborough Savings Bank,False,2.0,False,False,False,True,False,False,False,Finance
9886,0.0,1.0,0.0,0.0,2016-08-19,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,Finance
9887,0.0,0.0,1.0,0.0,2016-08-19,New England Sinai Hospital,True,1.0,True,False,False,False,True,False,False,Other
9888,0.0,1.0,0.0,0.0,2016-08-19,Boston University,True,1.0,True,False,False,False,True,False,False,Other
9889,0.0,1.0,0.0,0.0,2016-08-19,"DXE Medical, Inc.",True,41.0,False,False,False,True,False,False,False,Technology
9890,0.0,1.0,0.0,0.0,2016-08-19,Webster Five Cents Savings Bank,True,41.0,False,False,False,True,True,False,False,Finance
9891,0.0,1.0,0.0,0.0,2016-08-19,American Express Travel Related Services Company,False,2.0,False,False,False,True,False,False,False,Technology
9892,0.0,1.0,0.0,0.0,2016-08-19,Democratic National Committee,True,20.0,True,True,False,True,True,False,False,Corporation
9893,0.0,0.0,1.0,0.0,2016-08-19,"American Express Travel Related Services Company, Inc.",False,1.0,False,False,False,True,False,False,False,Technology
9894,0.0,0.0,1.0,0.0,2016-08-19,"Matouk Factory Store, Inc, d/b/a Matouk Ecommerce Boutique",True,26.0,False,False,False,True,False,False,False,Corporation
9895,0.0,0.0,1.0,0.0,2016-08-19,Woodcliff Lake Board of Education,True,2.0,True,True,True,True,True,False,False,Technology
9896,0.0,0.0,1.0,0.0,2016-08-19,Loews Hotels and Resorts,True,3.0,False,False,False,True,True,False,False,Other
9897,0.0,0.0,1.0,0.0,2016-08-19,Eddie Bauer LLC,True,41.0,False,False,False,True,True,False,False,Corporation
9898,0.0,0.0,1.0,0.0,2016-08-22,"TGA Cross Insurance, Inc.",True,2.0,False,True,False,True,True,False,False,Finance
9899,0.0,0.0,1.0,0.0,2016-08-22,"Intuit, Inc.",True,2.0,True,False,True,False,True,False,False,Corporation
9900,0.0,0.0,1.0,0.0,2016-08-22,"The Arbors Kids, LLC",True,32.0,False,True,False,False,True,False,False,Corporation
9901,0.0,1.0,0.0,0.0,2016-08-22,"Health Management Concepts, Inc.",False,6.0,True,False,False,False,True,False,False,Healthcare
9902,0.0,1.0,0.0,0.0,2016-08-22,Toyota Motor Credit Corporation,True,41.0,False,True,False,False,True,False,False,Corporation
9903,0.0,0.0,1.0,0.0,2016-08-22,"Kids Unlimited Services, Inc.",True,1.0,True,False,True,False,True,False,False,Corporation
9904,0.0,1.0,0.0,0.0,2016-08-24,Rockland Trust Company,True,2.0,False,True,False,False,True,False,False,Corporation
9905,0.0,1.0,0.0,0.0,2016-08-24,Noble House Hotels & Resorts,True,34.0,False,False,False,True,False,False,False,Other
9906,0.0,1.0,0.0,0.0,2016-08-24,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,Corporation
9907,0.0,1.0,0.0,0.0,2016-08-24,Rockland Trust Company,True,2.0,True,True,False,False,True,False,False,Corporation
9908,0.0,1.0,0.0,0.0,2016-08-24,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,Corporation
9909,0.0,1.0,0.0,0.0,2016-08-24,American Express Travel Related Services Company,False,7.0,False,False,False,True,False,False,False,Technology
9910,0.0,1.0,0.0,0.0,2016-08-24,Rockland Trust Company,True,2.0,False,True,False,False,True,False,False,Corporation
9911,0.0,1.0,0.0,0.0,2016-08-24,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False,Corporation
9912,0.0,0.0,1.0,0.0,2016-08-24,Salem Five,False,4.0,False,False,False,True,False,False,False,Finance
9913,0.0,1.0,0.0,0.0,2016-08-24,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9914,0.0,0.0,1.0,0.0,2016-08-24,Santoro CPA,True,9.0,True,True,False,False,True,False,False,Other
9915,0.0,0.0,1.0,0.0,2016-08-24,Santander Bank N.A.,True,1.0,False,True,False,False,True,False,False,Finance
9916,0.0,1.0,0.0,0.0,2016-08-24,Santander Bank N.A.,True,1.0,False,False,False,True,False,False,False,Finance
9917,0.0,1.0,0.0,0.0,2016-08-24,Fidelity Investments,True,1.0,True,True,False,False,True,False,False,Finance
9918,0.0,1.0,0.0,0.0,2016-08-24,Fidelity Investments,True,1.0,False,True,False,False,True,False,False,Finance
9919,0.0,1.0,0.0,0.0,2016-08-24,Massachusetts General Hospital,True,1.0,True,False,False,False,False,False,False,Other
9920,0.0,1.0,0.0,0.0,2016-08-24,Discover Financial Services,False,41.0,False,False,False,True,False,False,False,Healthcare
9921,0.0,1.0,0.0,0.0,2016-08-25,Salem Five,False,2.0,False,False,False,True,False,False,False,Finance
9922,0.0,1.0,0.0,0.0,2016-08-25,St Mary's Credit Union,False,1.0,False,False,False,True,False,False,False,Healthcare
9923,0.0,1.0,0.0,0.0,2016-08-25,"Neurocare, Inc.",True,1.0,False,True,False,False,True,False,False,Technology
9924,0.0,0.0,1.0,0.0,2016-08-25,Transamerica,True,12.0,True,False,False,False,True,False,False,Technology
9925,0.0,0.0,0.0,1.0,2016-08-25,Watertown Savings Bank,False,6.0,False,False,False,True,False,False,False,Finance
9926,0.0,1.0,0.0,0.0,2016-08-25,Salem Five,False,6.0,False,False,False,True,False,False,False,Finance
9927,0.0,1.0,0.0,0.0,2016-08-26,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,Finance
9928,0.0,1.0,0.0,0.0,2016-08-26,Salem Five,True,1.0,True,True,True,True,False,False,False,Finance
9929,0.0,0.0,1.0,0.0,2016-08-26,Birch Communications,True,13.0,True,False,False,False,True,False,False,Technology
9930,0.0,1.0,0.0,0.0,2016-08-26,The Village Bank,False,3.0,False,False,False,True,False,False,False,Finance
9931,0.0,1.0,0.0,0.0,2016-08-26,The Village Bank,False,1.0,False,False,False,True,False,False,False,Finance
9932,0.0,1.0,0.0,0.0,2016-08-26,The Village Bank,False,4.0,False,False,False,True,False,False,False,Finance
9933,0.0,1.0,0.0,0.0,2016-08-29,Savers Bank,False,4.0,False,False,False,True,False,False,False,Finance
9934,0.0,0.0,1.0,0.0,2016-08-29,Santander Bank N.A.,True,1.0,True,True,False,False,True,False,False,Finance
9935,0.0,1.0,0.0,0.0,2016-08-29,Bank of Canton,True,7.0,True,True,False,False,False,False,False,Technology
9936,0.0,1.0,0.0,0.0,2016-08-29,St Elizabeth's Medical Center,True,2.0,True,False,False,False,True,False,False,Technology
9937,0.0,1.0,0.0,0.0,2016-08-29,Holy Family Hospital,True,1.0,True,False,True,False,True,False,False,Other
9938,0.0,1.0,0.0,0.0,2016-08-29,Mutual One Bank,False,3.0,False,False,False,True,False,False,False,Finance
9939,0.0,0.0,1.0,0.0,2016-08-29,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,Finance
9940,0.0,0.0,1.0,0.0,2016-08-29,Salem Five,False,13.0,False,False,False,True,False,False,False,Finance
9941,0.0,1.0,0.0,0.0,2016-08-30,Watertown Savings Bank,False,2.0,False,False,False,True,True,False,False,Finance
9942,0.0,1.0,0.0,0.0,2016-08-30,Watertown Savings Bank,False,2.0,False,False,False,True,True,False,False,Finance
9943,0.0,1.0,0.0,0.0,2016-08-31,Kimpton Hotels & Restaurant Group LLC,True,41.0,False,False,False,True,False,False,False,Corporation
9944,0.0,1.0,0.0,0.0,2016-08-31,Watertown Savings Bank,False,2.0,False,False,False,True,False,False,False,Finance
9945,0.0,1.0,0.0,0.0,2016-08-31,Anderson Tackman & Company,True,3.0,True,True,False,False,True,False,False,Corporation
9946,0.0,1.0,0.0,0.0,2016-08-31,Marlborough Savings Bank,False,2.0,False,False,False,True,False,False,False,Finance
9947,0.0,1.0,0.0,0.0,2016-08-31,Santander Bank N.A.,True,1.0,False,True,False,False,True,False,False,Finance
9948,0.0,1.0,0.0,0.0,2016-08-31,Athens Orthopedic Clinic,True,41.0,True,False,False,False,False,False,False,Healthcare
9949,0.0,1.0,0.0,0.0,2016-08-31,Quest Diagnostics,True,3.0,True,False,False,False,True,False,False,Healthcare
9950,0.0,1.0,0.0,0.0,2016-09-01,Exterran,True,4.0,True,False,False,False,True,False,True,Other
9951,0.0,1.0,0.0,0.0,2016-09-01,"American Express Travel Related Services Company, Inc.",False,41.0,False,False,False,True,False,False,False,Technology
9952,0.0,1.0,0.0,0.0,2016-09-01,"Lawrence Melrose Medical Electronic Record, Inc.",True,41.0,True,False,False,False,True,False,False,Technology
9953,0.0,1.0,0.0,0.0,2016-09-01,CHI Franciscan Healthcare Highline Medical Center,True,9.0,True,False,False,False,True,False,False,Technology
9954,0.0,1.0,0.0,0.0,2016-09-02,The Village Bank,False,1.0,False,False,False,True,False,False,False,Finance
9955,0.0,1.0,0.0,0.0,2016-09-02,Watertown Savings Bank,False,1.0,False,False,False,True,False,False,False,Finance
9956,0.0,1.0,0.0,0.0,2016-09-02,Noble House Hotels & Resorts,True,41.0,False,False,False,True,False,False,False,Other
9957,0.0,1.0,0.0,0.0,2016-09-06,Division of Professional Licensure,True,1.0,True,False,True,False,False,False,False,Healthcare
9958,0.0,0.0,1.0,0.0,2016-09-06,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9959,0.0,1.0,0.0,0.0,2016-09-06,American Express Travel Related Services,False,41.0,False,False,False,True,False,False,False,Technology
9960,0.0,1.0,0.0,0.0,2016-09-06,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False,Finance
9961,0.0,0.0,1.0,0.0,2016-09-06,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9962,0.0,1.0,0.0,0.0,2016-09-06,Kimpton Hotels & Restaurants,True,41.0,False,False,False,True,False,False,False,Other
9963,0.0,1.0,0.0,0.0,2016-09-06,"M. Holdings Securities, Inc.",True,41.0,True,True,True,False,True,False,True,Finance
9964,0.0,1.0,0.0,0.0,2016-09-06,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9965,0.0,1.0,0.0,0.0,2016-09-06,Salem Five,False,4.0,False,False,False,True,False,False,False,Finance
9966,0.0,1.0,0.0,0.0,2016-09-06,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9967,0.0,1.0,0.0,0.0,2016-09-06,Salem Five,False,1.0,False,False,False,True,False,False,False,Finance
9968,0.0,1.0,0.0,0.0,2016-09-06,Presnell Gage PLLC,True,1.0,True,True,False,False,True,False,False,Corporation
9969,0.0,1.0,0.0,0.0,2016-09-06,Fidelity Investments,True,1.0,True,True,False,False,True,False,False,Finance
9970,0.0,1.0,0.0,0.0,2016-09-06,Brigham and Women's Hospital,True,1.0,False,True,False,False,True,False,False,Other
9971,0.0,1.0,0.0,0.0,2016-09-06,Bay State Savings Bank,True,41.0,False,True,False,True,False,False,False,Finance
9972,0.0,0.0,1.0,0.0,2016-09-07,"The Vanguard Group, Inc",True,1.0,False,True,False,False,False,False,False,Finance
9973,0.0,1.0,0.0,0.0,2016-09-07,Eagle Bank,False,1.0,False,False,False,True,False,False,False,Finance
9974,0.0,1.0,0.0,0.0,2016-09-07,St. Mary's Credit Union,False,38.0,False,False,False,True,False,False,False,Healthcare
9975,0.0,1.0,0.0,0.0,2016-09-07,The Vanguard Group,True,1.0,False,True,False,False,False,False,False,Finance
9976,0.0,1.0,0.0,0.0,2016-09-07,Bristol County Savings Bank,False,1.0,False,False,False,True,False,False,False,Finance
9977,0.0,1.0,0.0,0.0,2016-09-07,Bristol County Savings Bank,False,5.0,False,False,False,True,False,False,False,Finance
9978,0.0,0.0,1.0,0.0,2016-09-07,Bristol County Savings Bank,False,2.0,False,False,False,True,False,False,False,Finance
9979,0.0,0.0,1.0,0.0,2016-09-07,Bristol County Savings Bank,False,9.0,False,False,False,True,False,False,False,Finance
9980,0.0,1.0,0.0,0.0,2016-09-07,Bristol County Savings Bank,False,13.0,False,False,False,True,False,False,False,Finance
9981,0.0,1.0,0.0,0.0,2016-09-07,Bristol County Savings Bank,False,1.0,False,False,False,True,False,False,False,Finance
9982,0.0,1.0,0.0,0.0,2016-09-07,Bristol County Savings Bank,False,1.0,False,False,False,True,False,False,False,Finance
