,Breach Type Description_Both,Breach Type Description_Electronic,Breach Type Description_Paper,Breach Type Description_Undefined,Organization Categories_Corporation,"Organization Categories_Corporation, State Institution",Organization Categories_Financial,"Organization Categories_Financial, Corporation","Organization Categories_Financial, Corporation, State Institution","Organization Categories_Financial, Health","Organization Categories_Financial, Health, Corporation","Organization Categories_Financial, State Institution",Organization Categories_Health,"Organization Categories_Health, Corporation","Organization Categories_Health, State Institution",Organization Categories_Other,Organization Categories_State Institution,Date Reported To OCA,Organization Name,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
11366,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-11,"ITA Group, Inc.",True,8.0,False,True,False,False,True,False,False
11367,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-11,Savers Bank,False,1.0,False,False,False,True,False,False,False
11368,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-05-11,Enterprise Rent-A-Car,True,1.0,True,False,True,False,True,False,False
11369,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-11,"Bechtel Oil, Gas & Chemicals Construction Services, Inc.",True,1.0,True,False,False,False,False,False,False
11371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-05-12,HD Vest Investment Services,True,1.0,True,False,False,False,False,False,False
11372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-12,Salem Five,True,1.0,True,True,False,False,True,False,False
11373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-12,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
11375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-12,Savers Bank,False,3.0,False,False,False,True,False,False,False
11376,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-12,Massachusetts Mutual Life Insurance Company,True,1.0,True,False,False,False,True,False,False
11379,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-15,Savers Bank,False,1.0,False,False,False,True,False,False,False
11380,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-15,Savers Bank,False,1.0,False,False,False,True,False,False,False
11381,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-15,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False
11382,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-15,Rockland Trust Company,True,1.0,False,True,False,False,False,False,False
11384,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-15,Salem Five,False,3.0,False,False,False,True,False,False,False
11385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-15,Mutual One Bank,False,13.0,False,False,False,True,False,False,False
11386,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-05-15,Bank of Canton,True,1.0,True,True,False,False,False,False,False
11388,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-15,PolkBeder LLC,True,7.0,True,False,False,False,True,False,False
11391,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-16,The United States Life Insurance Company,True,1.0,False,True,False,False,False,False,False
11392,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-17,The Village Bank,False,11.0,False,False,False,True,False,False,False
11393,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-17,St. Mary's Credit Union,False,9.0,False,False,False,True,False,False,False
11395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-17,Scientific Games Corporation,True,1.0,False,False,True,False,True,False,True
11396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-17,The Village Bank,False,5.0,False,False,False,True,False,False,False
11397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-17,"Nokia Networks and Solutions US, LLC",False,14.0,False,True,False,False,False,False,False
11398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-17,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False
11399,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-17,AIG,True,9.0,False,True,False,False,False,False,False
11400,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-18,The Village Bank,False,1.0,False,False,False,True,False,False,False
11402,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-18,The Village Bank,False,11.0,False,False,False,True,False,False,False
11403,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-18,"American Express Travel Related Services Company, Inc.",False,1.0,False,False,False,True,False,False,False
11404,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-18,"Ricoh USA, Inc.",False,2.0,True,True,False,False,True,False,False
11405,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-18,"Intuit, Inc.",True,4.0,True,False,True,False,True,False,False
11406,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-05-18,Mutual One Bank,False,1.0,False,False,False,True,False,False,False
11407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-18,"Neeley-Nemeth, LLP d/b/a Barton Oaks Dental Group",True,26.0,True,False,False,False,True,False,False
11408,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-18,Capital One,True,8.0,False,True,False,False,True,False,False
11409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-19,The Village Bank,False,5.0,False,False,False,True,False,False,False
11410,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-19,The Village Bank,False,1.0,False,False,False,True,False,False,False
11411,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-19,The Village Bank,False,23.0,False,False,False,True,False,False,False
11413,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-19,Ullico Inc.,True,3.0,True,False,False,False,False,False,False
11414,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-19,"CPA Tax Planning, Certified Public Accounts",True,1.0,True,False,False,False,True,False,False
11416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-19,St. Anne's Hospital,True,1.0,True,False,False,False,False,False,False
11417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-19,Frontier Airlines,True,2.0,True,True,False,False,True,False,False
11418,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-19,LCS-WP LLC d/b/a Walnut Place,True,4.0,True,True,True,True,True,False,False
11419,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-19,"Maddaloni, Nydick, & Keenan, P.C.",True,7.0,True,False,False,False,True,False,False
11424,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-22,Citizens Financial Group,True,2.0,True,True,False,False,True,False,False
11426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-22,Saint Anne's Hospital,True,1.0,True,False,False,False,False,False,False
11427,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-22,Saint Anne's Hospital,True,3.0,False,True,False,False,False,False,False
11428,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-23,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False
11429,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-23,Salem Five,False,1.0,False,False,False,True,False,False,False
11430,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-23,New York Life Insurance Company,True,2.0,True,False,False,False,True,False,False
11431,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-23,Santander,True,1.0,True,True,False,False,True,False,False
11432,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-24,Rockland Trust Company,True,1.0,False,True,False,False,True,False,False
11433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-24,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
11435,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-25,"Intuit, Inc.",True,1.0,True,False,True,False,True,False,False
11436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-25,"OptionsXpress, Inc.",True,11.0,True,True,False,False,True,False,False
11437,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-25,State Street,True,1.0,False,True,False,False,False,False,False
11438,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-26,First National Bank of Pennsylvania (FNB),True,28.0,False,True,False,False,True,False,False
11439,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-26,"Chipotle Mexican Grill, Inc.",True,1.0,False,False,False,True,False,False,False
11441,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-26,"Best Buddies International, Inc.",True,1.0,True,False,False,False,True,False,False
11443,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-26,FastHealth Corporation,True,11.0,False,False,False,True,False,False,False
11444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-30,Salem Five,False,1.0,False,False,False,True,False,False,False
11445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-30,Salem Five,False,1.0,False,False,False,True,False,False,False
11446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-05-30,Salem Five,False,5.0,False,False,False,True,False,False,False
11447,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-30,Salem Five,False,1.0,False,False,False,True,False,False,False
11452,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-30,Zillow Group,True,1.0,True,False,False,False,True,False,False
11453,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-30,MassMutual,True,1.0,True,True,False,False,True,False,False
11454,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-30,"Angliss & Colohan, P.C.",True,29.0,True,True,False,False,True,False,False
11455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-30,Santander,True,1.0,False,False,False,True,False,False,False
11456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-30,Santander,True,2.0,False,False,False,True,False,False,False
11457,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-30,Holy Family Hospital,True,1.0,True,False,False,False,True,False,False
11459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-30,"Trojan Battery Sales, LLC",True,1.0,True,False,False,False,True,False,False
11461,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-31,"American Express Travel Related Services, Inc.",False,2.0,False,False,False,True,False,False,False
11463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-31,Pioneer Valley Books,True,26.0,False,False,False,True,False,False,False
11464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-05-31,Massachusetts Higher Education Assistance Corporation d/b/a American Student Assistance,True,28.0,True,False,False,False,True,False,False
11465,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-31,St. Mary's Credit Union,False,19.0,False,False,False,True,False,False,False
11466,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-01,"American Express Travel Related Services, Inc.",False,15.0,False,False,False,True,False,False,False
11467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-01,"News America Marketing In-Store Services, L.L.C.",False,25.0,True,True,True,False,True,False,False
11468,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-01,Salem Five,False,4.0,False,False,False,True,False,False,False
11469,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-01,Campbell Union High School District,True,1.0,True,False,False,False,True,False,False
11471,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-01,"American Express Travel Related Services, Inc.",False,2.0,False,False,False,True,False,False,False
11472,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-01,Salem Five,False,1.0,False,False,False,True,False,False,False
11473,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-01,Salem Five,False,1.0,False,False,False,True,False,False,False
11474,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-02,Pilgrim Bank,False,1.0,False,False,False,True,False,False,False
11475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-02,Savers Bank,False,1.0,False,False,False,True,False,False,False
11476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-02,St. Mary's Credit Union,False,1.0,False,False,False,True,False,False,False
11478,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-02,Township of Springfield,True,39.0,True,False,True,True,True,False,False
11480,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-02,TALX Corporation,True,5.0,True,False,False,False,True,False,False
11481,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-02,Café Services,True,30.0,False,False,False,True,False,False,False
11482,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-02,SingerLewak LLP,True,2.0,True,True,False,False,True,False,False
11483,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-02,"American Express Travel Related Services, Inc.",False,1.0,False,False,False,True,False,False,False
11484,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-02,Eagle Bank,False,25.0,False,False,False,True,False,False,False
11485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-02,Avidia Bank,False,1.0,True,True,True,False,False,False,False
11486,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-02,Avidia Bank,True,1.0,False,True,False,False,False,False,False
11487,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-02,YNAP Corporation,False,1.0,True,False,False,False,True,False,False
11489,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-02,"Keith M. Southwood, CPA, Inc.",False,2.0,True,True,False,False,True,False,False
11491,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-05,Combat Brands LLC,True,1.0,False,False,False,True,False,False,False
11492,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-06,Onia LLC,True,15.0,False,False,False,True,False,False,False
11494,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-06,The Commonwealth of Massachusetts Department of Revenue,False,2.0,True,False,False,False,False,False,False
11495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-06,The Commonwealth of Massachusetts Department of Revenue,True,1.0,True,False,False,False,False,False,False
11497,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-06,Massachusetts General Hospital,True,1.0,False,True,False,False,False,False,False
11498,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-06,"GameStop, Inc.",True,1.0,True,False,False,False,True,False,False
11499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-06,"American Express Travel Related Services, Inc.",False,1.0,False,False,False,True,False,False,False
11500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-06,Mutual One Bank,False,1.0,False,False,False,True,False,False,False
11502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-07,The Village Bank,False,1.0,False,False,False,True,False,False,False
11503,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-07,Republic Bank & Trust,True,3.0,True,False,True,False,True,False,False
11504,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-07,The Village Bank,False,22.0,False,False,False,True,False,False,False
11505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-07,Citizens Financial Group,True,1.0,True,True,False,False,True,False,False
11506,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-07,"Securities America, Inc.",True,2.0,True,True,False,False,True,False,False
11507,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-07,Citizens Financial Group,True,3.0,False,False,False,True,False,False,False
11511,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-07,"RJD, LLC d/b/a Guardian Technologies LLC",True,1.0,False,False,False,True,True,False,False
11513,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-08,The Forum for Youth Investment,True,2.0,True,False,False,False,True,False,False
11515,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-08,Salem Five,False,1.0,False,False,False,True,False,False,False
11516,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-08,Salem Five,False,4.0,False,False,False,True,False,False,False
11517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-08,Salem Five,False,1.0,False,False,False,True,False,False,False
11518,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-08,The Fiduciary Group,True,2.0,True,True,False,False,True,False,False
11519,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-08,Pilgrim Bank,False,2.0,False,False,False,True,False,False,False
11520,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-08,Holy Family Hospital,True,1.0,True,False,False,False,True,False,False
11521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-09,Mutual One Bank,False,1.0,False,False,False,True,False,False,False
11522,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-09,Yeo & Yeo,True,1.0,True,False,False,False,True,False,False
11524,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-09,Rockland Trust Company,True,1.0,False,True,False,False,False,False,False
11525,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-09,Rockland Trust Company,True,1.0,False,True,False,False,False,False,False
11526,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-09,St. Mary's Credit Union,False,6.0,False,True,False,False,False,False,False
11527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-09,"Bed Bath & Beyond, Inc.",True,1.0,False,False,False,True,True,False,False
11529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-06-12,CU Direct Connect,False,1.0,True,False,True,False,False,False,False
11530,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-12,Webster Five Cents Savings Bank,False,36.0,False,False,False,True,False,False,False
11531,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-06-12,"American Express Travel Related Services Company, Inc.",False,6.0,False,False,False,True,False,False,False
