,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
8258,2015-10-07,Watertown Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8259,2015-10-07,Watertown Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8260,2015-10-07,Watertown Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8261,2015-10-07,Watertown Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8262,2015-10-07,Watertown Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8263,2015-10-08,Fidelity Investments,Electronic,True,1.0,True,True,True,False,True,False,False
8264,2015-10-08,South Bay Mental Health,Paper,True,1.0,True,False,False,False,False,False,False
8265,2015-10-08,State Street,Electronic,True,91.0,False,True,False,False,False,False,False
8266,2015-10-08,The Commonwealth of MA- Department of Developmental Services,Paper,False,2.0,True,False,False,False,False,False,False
8267,2015-10-08,Streets of New York,Electronic,True,4.0,False,False,False,True,False,False,False
8268,2015-10-09,"Dow Jones & Company, Inc.",Electronic,True,140.0,False,False,False,True,True,False,False
8269,2015-10-09,Peppermill Casinos Inc.,Electronic,True,8.0,False,False,False,True,False,False,False
8270,2015-10-09,Unum Group,Electronic,True,1.0,True,False,False,False,True,False,False
8271,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8272,2015-10-09,Eastern Bank,Electronic,False,19.0,False,False,False,True,False,False,False
8273,2015-10-09,Eastern Bank,Electronic,False,35.0,False,False,False,True,False,False,False
8274,2015-10-09,Eastern Bank,Electronic,False,155.0,False,False,False,True,False,False,False
8275,2015-10-09,Eastern Bank,Electronic,False,5.0,False,False,False,True,False,False,False
8276,2015-10-09,Eastern Bank,Electronic,False,11.0,False,False,False,True,False,False,False
8277,2015-10-09,Eastern Bank,Electronic,False,3.0,False,False,False,True,False,False,False
8278,2015-10-09,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8279,2015-10-09,Eastern Bank,Electronic,False,5.0,False,False,False,True,False,False,False
8280,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8281,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8282,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8283,2015-10-09,Eastern Bank,Electronic,False,3.0,False,False,False,True,False,False,False
8284,2015-10-09,Eastern Bank,Electronic,False,23.0,False,False,False,True,False,False,False
8285,2015-10-09,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8286,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8287,2015-10-09,Eastern Bank,Electronic,False,11.0,False,False,False,True,False,False,False
8288,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8289,2015-10-09,Eastern Bank,Electronic,False,10.0,False,False,False,True,False,False,False
8290,2015-10-09,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8291,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8292,2015-10-09,Eastern Bank,Electronic,False,4.0,False,False,False,True,False,False,False
8293,2015-10-09,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8294,2015-10-09,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8295,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8296,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8297,2015-10-09,Eastern Bank,Electronic,False,3.0,False,False,False,True,False,False,False
8298,2015-10-09,Eastern Bank,Electronic,False,5.0,False,False,False,True,False,False,False
8299,2015-10-09,Eastern Bank,Electronic,False,4.0,False,False,False,True,False,False,False
8300,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8301,2015-10-09,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8302,2015-10-13,Neighborhood Health Plan,Electronic,True,2.0,False,True,False,False,False,False,False
8303,2015-10-13,Auto Care Association,Paper,True,1.0,False,False,False,True,True,False,False
8304,2015-10-13,Gap Inc.,Electronic,True,2.0,False,False,False,True,True,False,False
8305,2015-10-13,Samela Inc DBA NorthShore Care Supply,Electronic,True,254.0,False,False,False,True,True,False,False
8306,2015-10-13,GlamGlow LLC,Electronic,True,33.0,False,False,False,True,True,False,False
8307,2015-10-14,Citi Commercial Card Services,Paper,True,2.0,False,False,False,True,True,False,False
8308,2015-10-14,LPL Financial,Electronic,True,1.0,True,True,False,False,True,False,False
8309,2015-10-14,American Express,Electronic,False,4.0,False,False,False,True,False,False,False
8310,2015-10-14,Neighborhood Health Plan,Electronic,True,1.0,False,True,False,False,False,False,False
8311,2015-10-14,Salt Lake County,Electronic,True,4.0,True,False,False,False,True,False,False
8312,2015-10-15,Mass Mutual Life Insurance Company,Electronic,True,62.0,True,False,True,False,True,False,False
8314,2015-10-15,Aon Corp.,Undefined,True,1.0,True,False,False,False,True,False,False
8315,2015-10-16,Toyota Financial Services,Electronic,True,1.0,False,True,False,False,True,False,False
8316,2015-10-16,Salem Five,Electronic,False,62.0,False,False,False,True,False,False,False
8317,2015-10-16,Salem Five,Electronic,False,1.0,False,False,False,True,False,False,False
8318,2015-10-16,Salem Five,Electronic,False,3.0,False,False,False,True,False,False,False
8319,2015-10-16,Salem Five,Electronic,False,2.0,False,False,False,True,False,False,False
8320,2015-10-16,Eye Buy Direct Inc.,Electronic,True,74.0,False,False,False,True,True,False,False
8321,2015-10-19,Boston Children's Hospital,Electronic,True,46.0,True,False,False,False,True,False,True
8322,2015-10-19,Salem Five,Electronic,False,5.0,False,False,False,True,False,False,False
8323,2015-10-19,Salem Five,Electronic,False,2.0,False,False,False,True,False,False,False
8324,2015-10-19,St. Mary's Credit Union,Electronic,False,1.0,False,False,False,True,False,False,False
8325,2015-10-19,Southcoast Hospitals Group,Paper,True,1.0,True,False,False,False,False,False,False
8326,2015-10-19,USAA Federal Savings Bank,Electronic,True,17.0,False,True,False,False,True,False,False
8327,2015-10-19,Schlage Lock Company LLC,Electronic,True,35.0,True,False,False,False,True,False,True
8329,2015-10-22,WebsterFive,Electronic,False,32.0,False,False,False,True,False,False,False
8330,2015-10-23,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
8331,2015-10-23,Noble House Hotels and Resorts,Electronic,True,199.0,False,False,False,True,False,False,False
8332,2015-10-23,Salem Five,Electronic,False,1.0,False,False,False,True,False,False,False
8333,2015-10-23,Salem Five,Electronic,False,2.0,False,False,False,True,False,False,False
8334,2015-10-23,Salem Five,Electronic,False,1.0,False,False,False,True,False,False,False
8335,2015-10-23,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8336,2015-10-23,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8337,2015-10-23,American Express,Electronic,False,2.0,False,False,False,True,True,False,False
8338,2015-10-26,BMO Harris Bank,Electronic,True,6.0,True,False,False,False,True,False,False
8339,2015-10-26,OsteoMed,Electronic,True,15.0,True,False,False,False,True,False,False
8340,2015-10-26,Discover Financial Services,Electronic,False,570.0,False,False,False,True,False,False,False
8341,2015-10-26,St. Mary's Credit Union,Electronic,False,2.0,False,False,False,True,False,False,False
8342,2015-10-26,Southcoast Health Systems,Paper,True,1.0,True,False,False,False,False,False,False
8343,2015-10-26,Accuform Manufacturing Inc.,Electronic,True,74.0,False,False,False,True,False,False,False
8344,2015-10-28,Bay State Savings Bank,Electronic,False,130.0,False,False,False,True,False,False,False
8345,2015-10-28,Southcoast Health Systems,Electronic,True,5.0,True,False,False,False,False,False,False
8346,2015-10-28,Neighborhood Health Plan,Electronic,True,4.0,True,False,False,False,False,False,False
8347,2015-10-29,The Cooperative Bank of Cape Cod,Electronic,False,231.0,False,False,False,True,False,False,False
8348,2015-10-29,Eagle Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8349,2015-10-29,Havard University,Electronic,True,1.0,True,False,False,False,True,False,False
8350,2015-10-29,The Wolff Company,Electronic,False,4.0,True,False,False,False,False,False,False
8351,2015-10-29,Intuit,Electronic,True,3.0,True,False,False,False,True,False,False
8352,2015-10-30,Interstitial Cystitis Network,Electronic,True,49.0,False,False,False,True,False,False,False
8353,2015-10-30,Berklee College of Music,Electronic,True,2.0,True,False,False,False,True,False,False
8354,2015-10-30,Citizens Financial Group Inc.,Electronic,True,8.0,True,False,False,False,True,False,False
8355,2015-10-30,Stoner Bunting Advertising,Electronic,True,2.0,False,False,False,True,False,False,False
8356,2015-11-02,Kforce Services Corp.,Electronic,True,1.0,False,True,False,False,True,False,False
8357,2015-11-02,Fidelity Investments,Paper,True,5.0,False,True,False,False,True,False,False
8358,2015-11-02,Education Management Corp.,Paper,True,1.0,True,False,False,False,True,False,False
8359,2015-11-02,Savers Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8360,2015-11-02,Citizens Financial Group,Paper,True,1.0,False,True,False,False,True,False,False
8361,2015-11-02,Reliant Medical Group,Paper,True,1.0,False,True,False,False,True,False,False
8362,2015-11-02,Digital Theatre LLC,Electronic,True,1043.0,False,False,False,True,False,False,False
8363,2015-11-03,Stiletto Solutions,Electronic,True,287.0,False,False,False,True,False,False,False
8364,2015-11-03,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8365,2015-11-03,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8366,2015-11-03,Salem Five,Electronic,False,1.0,False,False,False,True,False,False,False
8367,2015-11-04,Salem Five,Electronic,False,5.0,False,False,False,True,False,False,False
8368,2015-11-04,T-Mobile USA Inc,Electronic,True,3.0,False,False,False,True,True,False,False
8369,2015-11-04,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
8370,2015-11-04,American Express,Electronic,False,15.0,False,False,False,True,False,False,False
8371,2015-11-04,American Express,Electronic,False,104.0,False,False,False,True,False,False,False
8372,2015-11-05,Toyota Financial Services,Electronic,True,1.0,False,True,False,False,True,False,False
8373,2015-11-05,Toyota Financial Services,Paper,True,2.0,False,True,False,False,True,False,False
8374,2015-11-05,"Oklahoma Student Loan Authority
- OSLA Student Loan Servicing",Electronic,True,3.0,True,False,False,False,False,False,False
8375,2015-11-05,American Express,Electronic,False,3.0,False,False,False,True,False,False,False
8376,2015-11-05,American Express,Electronic,False,28.0,False,False,False,True,False,False,False
8377,2015-11-05,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
8378,2015-11-05,American Express,Electronic,False,16.0,False,False,False,True,False,False,False
8379,2015-11-05,American Express,Electronic,False,1408.0,False,False,False,True,False,False,False
8380,2015-11-05,Brigham and Women's Faulkner Hospital,Paper,True,1.0,False,True,False,False,True,False,False
8381,2015-11-06,Salem Five,Electronic,False,1.0,False,True,False,False,False,False,False
8382,2015-11-06,"Reliant Medical Group, Inc.",Paper,True,37.0,True,False,False,False,False,False,False
8383,2015-11-06,Aduro Biotech,Electronic,True,6.0,True,True,False,False,False,False,True
8384,2015-11-06,Eastern Bank,Electronic,False,9.0,False,False,False,True,False,False,False
8385,2015-11-06,Eastern Bank,Electronic,False,5.0,False,False,False,True,False,False,False
8386,2015-11-06,Eastern Bank,Electronic,False,3.0,False,False,False,True,False,False,False
8387,2015-11-06,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8388,2015-11-06,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8389,2015-11-06,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8390,2015-11-06,Eastern Bank,Electronic,False,6.0,False,False,False,True,False,False,False
8391,2015-11-06,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8392,2015-11-06,Eastern Bank,Electronic,False,4.0,False,False,False,True,False,False,False
8393,2015-11-06,Eastern Bank,Electronic,False,6.0,False,False,False,True,False,False,False
8394,2015-11-06,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8395,2015-11-06,Eastern Bank,Electronic,False,9.0,False,False,False,True,False,False,False
8396,2015-11-06,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8397,2015-11-06,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8398,2015-11-06,Eastern Bank,Electronic,False,3.0,False,False,False,True,False,False,False
8399,2015-11-06,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8400,2015-11-06,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8401,2015-11-09,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8402,2015-11-09,American Express,Paper,False,1.0,False,False,False,True,False,False,False
8403,2015-11-09,LVI Group Holdings,Paper,True,44.0,True,False,False,True,True,False,False
8404,2015-11-10,St. Mary's Credit Union,Electronic,False,2.0,False,False,False,True,False,False,False
8405,2015-11-10,Salem Five,Electronic,False,1.0,False,False,False,True,False,False,False
8406,2015-11-11,American Express,Paper,False,3.0,False,False,False,True,False,False,False
8407,2015-11-11,American Express,Electronic,False,4.0,False,False,False,True,False,False,False
8408,2015-11-12,American Express,Electronic,False,17.0,False,False,False,True,False,False,False
8409,2015-11-12,American Express,Electronic,False,509.0,False,False,False,True,False,False,False
8410,2015-11-12,HAP Housing,Paper,True,4.0,False,True,False,False,True,False,False
8411,2015-11-12,Webster Five,Electronic,False,18.0,False,False,False,True,False,False,False
8412,2015-11-12,Mortgage Master,Electronic,True,2.0,True,True,True,False,True,False,False
8413,2015-11-12,City of Boston-Health Benefits & Insurance,Electronic,False,19.0,True,True,False,False,True,False,False
8414,2015-11-13,AIG,Paper,True,1.0,False,True,False,False,False,False,False
8415,2015-11-16,"OH Muhlenberg, LLC",Electronic,True,9.0,True,True,True,True,True,False,False
8416,2015-11-16,Nova Southeastern University,Electronic,True,1.0,False,True,False,False,True,False,False
8417,2015-11-16,Integrated Listening Systems,Electronic,True,51.0,False,False,False,True,False,False,False
8418,2015-11-17,Securian Financial Services,Electronic,True,2.0,False,True,False,False,False,False,False
8419,2015-11-18,Salem Five,Electronic,False,1.0,False,False,False,True,False,False,False
8420,2015-11-18,Salem Five,Electronic,False,1.0,False,False,False,True,False,False,False
8421,2015-11-18,Salem Five,Electronic,False,50.0,False,False,False,True,False,False,False
8422,2015-11-18,Seattle Chocolates Company,Electronic,True,6.0,False,False,False,True,True,False,False
8423,2015-11-18,Vanguard,Paper,True,1.0,True,False,False,False,False,False,False
8424,2015-11-18,Hallmark Health Systems,Paper,False,1.0,True,False,False,False,True,False,False
8425,2015-11-18,Intuit,Electronic,True,154.0,True,True,False,False,True,False,False
8426,2015-11-19,Pilgrim Bank,Electronic,False,9.0,False,False,False,True,False,False,False
8427,2015-11-20,Salem Five Bank,Paper,False,1.0,True,False,False,False,False,False,False
8428,2015-11-20,Savers Bank,Electronic,False,4.0,False,False,False,True,False,False,False
8429,2015-11-20,Beth Israel Deaconess Medical Center,Undefined,True,1.0,False,False,False,False,True,False,False
8430,2015-11-20,Fidelity Investments,Electronic,True,2.0,True,True,True,False,True,False,False
8431,2015-11-20,St. Mary's Credit Union,Electronic,False,44.0,False,False,False,True,False,False,False
8432,2015-11-23,St. Mary's Credit Union,Electronic,False,14.0,False,False,False,True,False,False,False
8433,2015-11-23,Discover Financial Services,Electronic,False,420.0,False,False,False,True,False,False,False
8434,2015-11-23,Principal Financial Group,Paper,True,6.0,True,False,False,False,True,False,False
8435,2015-11-23,Savers Bank,Electronic,False,4.0,False,False,False,True,False,False,False
8436,2015-11-23,Pilgrim Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8437,2015-11-23,USAA Federal Savings Bank,Paper,True,1.0,True,True,False,False,False,False,False
8438,2015-11-23,Eagle Bank,Electronic,False,3.0,False,False,False,True,False,False,False
8439,2015-11-24,National Bank of Kansas City,Paper,True,2.0,False,True,False,False,False,False,False
8440,2015-11-24,St. Mary's Credit Union,Electronic,False,1.0,False,False,False,True,False,False,False
8441,2015-11-24,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
8443,2015-11-24,Hilton Worldwide,Electronic,True,2787.0,False,False,False,True,True,False,False
8444,2015-11-25,St. Mary's Credit Union,Electronic,False,7.0,False,False,False,True,False,False,False
8445,2015-11-25,Pilgrim Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8446,2015-11-27,Wilmington Trust,Paper,True,1.0,True,False,False,False,True,False,False
8447,2015-11-27,East Boston Savings Bank,Paper,True,5.0,True,False,False,False,False,False,False
8448,2015-11-27,Savers Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8449,2015-11-27,Eagle Bank,Electronic,False,3.0,False,False,False,True,False,False,False
8450,2015-11-27,Eagle Bank,Electronic,False,3.0,False,False,False,True,False,False,False
8451,2015-11-27,Intuit,Electronic,True,6.0,True,True,False,False,True,False,False
8452,2015-11-27,Belmont Savings Bank,Electronic,True,2.0,True,True,True,False,True,False,False
8453,2015-11-30,Bay Ridge Toyota,Electronic,True,1.0,True,False,False,False,True,False,False
8454,2015-11-30,"Knit-Rite, Inc",Electronic,True,73.0,False,False,False,True,False,False,False
8455,2015-11-30,MassMutual Financial Group,Electronic,True,1.0,True,True,True,False,True,False,False
8456,2015-11-30,Brandeis University,Electronic,True,4177.0,True,False,False,False,True,False,True
8457,2015-11-30,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8458,2015-11-30,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8459,2015-11-30,The Commonwealth of MA- Department of Unemployment Assistance,Paper,True,2.0,True,False,False,False,False,False,False
8460,2015-11-30,Anthem Blue Cross and Blue Shield,Electronic,True,18.0,False,True,False,False,False,False,False
8461,2015-12-01,Northern Virginia Technology Council,Electronic,False,2.0,False,False,False,True,False,False,True
8462,2015-12-01,Revera Health Systems,Paper,True,102.0,False,True,False,False,False,False,False
8463,2015-12-02,Genworth,Electronic,True,9.0,True,True,False,False,True,False,False
8464,2015-12-02,Keenan & Associates,Electronic,True,39.0,True,True,False,False,True,False,False
8465,2015-12-02,Salem Five,Electronic,False,3.0,False,False,False,True,False,False,False
8466,2015-12-03,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8467,2015-12-03,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8468,2015-12-03,Bank of America,Electronic,True,1.0,True,False,False,False,True,False,False
8469,2015-12-07,The Commonwealth of MA-DOR,Paper,True,1.0,True,False,False,False,False,False,False
8470,2015-12-07,Eastern Bank,Electronic,False,37.0,False,False,False,True,False,False,False
8471,2015-12-07,Eastern Bank,Electronic,False,4.0,False,False,False,True,False,False,False
8472,2015-12-07,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8473,2015-12-07,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8474,2015-12-07,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8475,2015-12-07,Eastern Bank,Electronic,False,651.0,False,False,False,True,False,False,False
8476,2015-12-07,Eastern Bank,Electronic,False,254.0,False,False,False,True,False,False,False
8477,2015-12-07,Eastern Bank,Electronic,False,3.0,False,False,False,True,False,False,False
8478,2015-12-07,Eastern Bank,Electronic,False,143.0,False,False,False,True,False,False,False
8479,2015-12-07,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8480,2015-12-07,Eastern Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8481,2015-12-07,Eastern Bank,Electronic,False,6.0,False,False,False,True,False,False,False
8482,2015-12-07,Eastern Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8483,2015-12-07,MUJI,Electronic,True,1082.0,False,False,False,True,True,False,False
8484,2015-12-07,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8485,2015-12-07,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8486,2015-12-07,St. Mary's Credit Union,Electronic,False,1.0,False,False,False,True,False,False,False
8487,2015-12-07,Salem Five Bank,Electronic,False,16.0,False,False,False,True,False,False,False
8488,2015-12-07,Salem Five Bank,Electronic,False,63.0,False,False,False,True,False,False,False
8489,2015-12-07,Hancock Park Rehabilitation & Nursing Center,Paper,False,1.0,True,True,False,False,False,False,False
8490,2015-12-07,Cottage Health,Electronic,True,6.0,True,True,False,False,True,False,False
8491,2015-12-07,Intuit Inc.,Electronic,True,2.0,True,True,False,False,True,False,False
8492,2015-12-08,New England Calendar & Novelty Co,Electronic,True,27.0,False,False,False,True,False,False,False
8493,2015-12-08,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
8494,2015-12-08,Vanguard,Paper,True,1.0,False,True,False,False,False,False,False
8495,2015-12-08,Vanguard,Undefined,False,1.0,False,False,False,True,False,False,False
8496,2015-12-09,Mayer-Johnson,Electronic,True,6.0,False,False,False,True,True,False,False
8497,2015-12-09,Salem Five,Electronic,False,1.0,False,False,False,True,False,False,False
8498,2015-12-09,Salem Five,Electronic,False,1.0,False,False,False,True,False,False,False
8499,2015-12-09,HSBC Bank USA National Association,Electronic,True,1.0,False,True,False,False,True,False,False
8500,2015-12-09,West Brookfield MA-Board of Selectman,Paper,True,26.0,True,False,False,False,False,False,False
8501,2015-12-11,Citibank,Paper,True,2.0,False,True,False,False,True,False,False
8502,2015-12-11,"New England Community Medical Services, Inc.",Paper,True,27.0,True,False,False,False,True,False,False
8503,2015-12-11,Fidelity Investments,Paper,True,1.0,True,True,False,False,True,False,False
8504,2015-12-11,Toyota Financial Services,Electronic,True,297.0,False,True,False,False,True,False,False
8505,2015-12-11,American Express,Electronic,False,5.0,False,False,False,True,False,False,False
8506,2015-12-14,American Express,Electronic,False,1.0,False,False,False,True,False,False,False
8507,2015-12-14,Vanguard,Undefined,False,1.0,False,False,False,True,False,False,False
8508,2015-12-14,St. Mary's Credit Union,Electronic,False,1.0,False,False,False,True,False,False,False
8509,2015-12-14,St. Mary's Credit Union,Electronic,False,2.0,False,False,False,True,False,False,False
8510,2015-12-14,Rockland Trust,Electronic,True,776.0,False,False,False,True,False,False,False
8511,2015-12-14,Citizens Financial Group,Paper,True,2.0,False,True,False,False,True,False,False
8512,2015-12-14,"NxStage Medical, Inc.",Electronic,True,2.0,False,True,False,False,False,False,False
8513,2015-12-14,Bay State Savings Bank,Electronic,False,5.0,False,False,False,True,False,False,False
8514,2015-12-15,TuneCore Inc.,Electronic,True,316.0,True,False,False,False,True,False,False
8515,2015-12-15,Centerra Group LLC,Electronic,True,10.0,True,False,False,False,False,False,False
8516,2015-12-16,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
8517,2015-12-16,Webster Five,Electronic,False,16.0,False,False,False,True,False,False,False
8518,2015-12-16,Savers Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8519,2015-12-16,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8520,2015-12-16,Princeton University,Electronic,True,3.0,True,False,False,False,True,False,False
8521,2015-12-17,Accredited Investors Inc.,Electronic,True,9.0,True,True,False,False,True,False,True
8522,2015-12-17,Salem Five,Electronic,False,1.0,False,False,False,True,False,False,False
8523,2015-12-18,Eagle Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8524,2015-12-18,Bankers Life and Casualty Co,Electronic,True,1.0,False,True,False,False,True,False,False
8525,2015-12-18,Fidelity Investments,Electronic,True,1.0,False,True,False,False,False,False,False
8526,2015-12-18,Franklin County Regional Housing & Redevlopment Authority,Paper,True,5.0,True,False,False,False,False,False,False
8527,2015-12-21,American Express,Electronic,False,42.0,False,False,False,True,False,False,False
8528,2015-12-21,American Express,Electronic,False,2.0,False,False,False,True,False,False,False
8529,2015-12-21,Discover Financial Services,Electronic,False,65.0,False,False,False,True,False,False,False
8530,2015-12-21,Minnesota Life Insurance,Electronic,True,3.0,True,False,False,False,True,False,False
8531,2015-12-21,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8532,2015-12-21,CBC Restaurant Corp.,Electronic,True,1.0,True,False,False,False,True,False,False
8533,2015-12-21,State Farm,Electronic,True,1.0,True,False,True,False,True,False,False
8536,2015-12-22,American Express,Electronic,False,214.0,False,False,False,True,True,False,False
8537,2015-12-22,American Express,Electronic,False,9.0,False,False,False,True,False,False,False
8538,2015-12-23,Catholic Charities of the Archdiocese of Galveston- Houston,Electronic,True,1.0,True,False,False,False,True,False,True
8539,2015-12-23,AOL,Electronic,True,1.0,False,False,False,True,True,False,False
8540,2015-12-23,Pilgrim Bank,Electronic,False,1.0,False,False,False,True,True,False,False
8541,2015-12-23,MutualOne Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8542,2015-12-23,"Mary Ruth Buchness, M.D., Dermatologist, P.C.",Electronic,True,3.0,True,False,False,False,True,False,False
8543,2015-12-23,Mutual One Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8544,2015-12-24,St. Mary's Credit Union,Electronic,False,8.0,False,False,False,True,False,False,False
8545,2015-12-24,Bank of Canton,Electronic,True,33.0,True,False,False,False,False,False,True
8546,2015-12-24,"The Home Depot, Inc.",Electronic,True,1.0,True,False,False,False,False,False,False
8547,2015-12-24,LPL Financial,Paper,True,1.0,True,True,False,False,True,False,False
8548,2015-12-24,Intuit,Electronic,True,5.0,True,True,False,False,True,False,False
8549,2015-12-28,"Dungarees, LLC",Electronic,False,262.0,False,False,False,True,True,False,False
8550,2015-12-28,SAS Safety Corporation,Electronic,True,5.0,False,False,False,True,False,False,False
8551,2015-12-28,Farm to Feet,Electronic,True,12.0,False,False,False,True,True,False,False
8552,2015-12-28,St. Mary's Credit Union,Electronic,False,1.0,False,False,False,True,True,False,False
8553,2015-12-28,St. Mary's Credit Union,Electronic,True,1.0,False,False,False,True,True,False,False
8554,2015-12-28,St. Mary's Credit Union,Electronic,False,1.0,False,False,False,True,False,False,False
8555,2015-12-28,"Catenacci, Markowitz, De Landri, Rosener and co",Electronic,True,6.0,True,False,False,False,True,False,False
8556,2015-12-28,Gap Inc.,Electronic,True,3.0,False,False,False,True,True,False,False
8557,2015-12-28,MetLife Co.,Paper,True,1.0,False,True,False,False,True,False,False
8558,2015-12-28,Mutual One Bank,Electronic,True,1.0,False,False,False,True,False,False,False
8559,2015-12-28,Adams Community Bank,Electronic,True,32.0,False,False,False,True,False,False,False
8560,2015-12-28,McLean Hospital,Paper,True,4.0,True,True,False,False,True,False,False
8561,2015-12-29,Acclaim Technical Serives,Electronic,True,49.0,True,False,True,False,False,False,False
8562,2015-12-29,Phillip Capital Inc.,Electronic,True,1.0,True,False,True,False,True,False,False
8564,2015-12-29,"HDIS, Inc",Electronic,True,12.0,False,False,False,True,False,False,False
8565,2015-12-29,The Village Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8566,2015-12-29,The Village Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8567,2015-12-30,Bristol County Savings Bank,Electronic,False,2.0,False,False,False,True,False,False,False
8568,2015-12-30,Bristol County Savings Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8569,2015-12-30,Fidelity Investments,Electronic,True,1.0,True,True,False,False,True,False,False
8570,2015-12-30,Massachusetts General Hospital,Electronic,True,1.0,True,True,False,False,False,False,False
8571,2015-12-30,Pilgrim Bank,Electronic,False,1.0,False,False,False,True,False,False,False
8572,2016-01-04,Imaging Endpoints,Electronic,True,1.0,True,False,False,False,True,False,False
8573,2016-01-04,Salem Five Cents Savings Bank,Electronic,False,1.0,False,True,False,True,False,False,False
8574,2016-01-04,Salem Five Cents Savings Bank,Electronic,False,222.0,False,False,False,True,False,False,False
8575,2016-01-04,Salem Five Cents Savings Bank,Electronic,False,92.0,False,False,False,True,False,False,False
8576,2016-01-04,Fidelity Investment,Paper,True,2.0,True,True,False,False,True,False,False
