Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
15073,5/9/19,US Oncology Inc.,Electronic,Yes,8,Yes,,,,Yes,,
15074,5/9/19,American Express Travel Related Services Company Inc.,Electronic,,17,,,,Yes,,,
15075,5/9/19,American Medical Response Inc.,Electronic,Yes,25,,Yes,,,Yes,,
15076,5/9/19,Children's Bureau Inc.,Electronic,Yes,1,Yes,,,,Yes,,
15077,5/9/19,American General Life Insurance Company,Paper,Yes,1,Yes,Yes,,,Yes,,
15078,5/9/19,Sprint Corporation (Boost Mobile),Electronic,Yes,185,,Yes,,,,,
15079,5/9/19,American Express Travel Related Services Company Inc.,Electronic,,2,,,,Yes,,,
15080,5/9/19,American Express Travel Related Services Company Inc.,Electronic,,16,,,,Yes,,,
15081,5/9/19,"L&M Fleet Supply, Inc.",Electronic,Yes,59,,,,Yes,,,
15082,5/9/19,American General Life Insurance Company,Paper,Yes,7,,Yes,,,,,
15083,5/9/19,"Berry Global, Inc.",Electronic,Yes,9,Yes,Yes,Yes,,Yes,,
15084,5/10/19,Grinnell College,Electronic,Yes,96,Yes,,,,Yes,,
15085,5/10/19,"HSBC Bank USA, National Association",Electronic,Yes,3,,Yes,,,Yes,,
15086,5/10/19,Winchester Savings Bank,Electronic,,4,Yes,Yes,,Yes,,,
15087,5/10/19,General Board of Higher Education and Ministry,Electronic,Yes,8,Yes,Yes,,,Yes,,
15088,5/10/19,The Oneida Group Inc.,Electronic,Yes,1,Yes,,,,Yes,,
15089,5/10/19,"Unico Properties, LLC",Electronic,Yes,1,Yes,,,,Yes,,
15090,5/10/19,The Southeastern Council on Alcoholism and Drug Dependence,Electronic,Yes,56,Yes,,,,Yes,,
15091,5/10/19,Oklahoma Department of Securities,Electronic,Yes,9365,Yes,Yes,Yes,,Yes,,
15092,5/11/19,Condé Nast,Electronic,,24,,,,Yes,Yes,,
15093,5/13/19,Cancer Treatment Centers of America,Electronic,Yes,37,Yes,Yes,,,Yes,,
15094,5/13/19,Bank of America,Paper,Yes,1,Yes,,,,Yes,,
15096,5/13/19,"BJ's Wholesale Club, Inc.",Electronic,Yes,71,,Yes,,Yes,Yes,,
15097,5/13/19,"Akin Doherty Klein & Feuge, P.C.",Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
15098,5/14/19,The Village Bank,Electronic,,5,,,,Yes,,,
15099,5/14/19,University of Richmond,Electronic,,4,,,,Yes,Yes,,
15100,5/14/19,"American Express Travel Related Services Company, Inc",Paper,,1,,,,Yes,,,
15101,5/14/19,"Amsterdam Printing & Litho, Inc",Electronic,Yes,36,,,,Yes,,,
15102,5/14/19,Dedham Savings,Electronic,Yes,2,,Yes,,,,,
15103,5/14/19,"Repice & Taylor, Inc.",Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
15095,5/14/19,St. Mary's Credit Union,Electronic,,9,,,,Yes,,,
15104,5/15/19,Drake Software,Electronic,Yes,10,Yes,,,,Yes,,
15105,5/15/19,Signet Investment Advisory Group,Electronic,Yes,34,Yes,Yes,,,Yes,,
15106,5/15/19,Goucher College,Paper,Yes,24,Yes,,,,Yes,,
15107,5/15/19,"BCA Watson Rice, LLP",Electronic,Yes,10,Yes,,,,Yes,,
15108,5/16/19,"RapidScale, Inc.",Electronic,Yes,2,,,,Yes,,,
15109,5/16/19,Continental Properties Company Inc.,Electronic,Yes,1,Yes,,Yes,,Yes,,
15110,5/16/19,Melrose-Wakefield HealthCare Inc.,Electronic,,6,Yes,,,,Yes,,
15111,5/16/19,Savers Bank,Electronic,,1,,,,Yes,,,
15112,5/16/19,Pilgrim Bank,Electronic,,1,,,,Yes,,,
15113,5/17/19,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
15114,5/17/19,"Electro Scientific Industries, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
15115,5/17/19,American General Life Insurance Company,Paper,,2,Yes,Yes,Yes,,Yes,,
15116,5/17/19,Visat Autism Services,Electronic,,2,Yes,Yes,,,Yes,,
15117,5/17/19,Main Street Bank,Electronic,,3,,,,Yes,,,
15118,5/17/19,Aeroflow,Electronic,,66,,,,Yes,,,
15119,5/17/19,"gen-E, LLC",Electronic,Yes,1,Yes,,,,Yes,,
15126,5/17/19,"ESIS, Inc.",Electronic,,4,Yes,,Yes,,Yes,,
15120,5/18/19,Coble Cravens Investments & Insurance,,Yes,2,Yes,,,,Yes,,
15121,5/18/19,Harbor,Electronic,Yes,5,Yes,,Yes,,Yes,,
15122,5/20/19,"American Express Travel Related Services Company, Inc.",Electronic,,420,,,,Yes,,,
15123,5/20/19,"Wells Fargo Bank, N.A",Electronic,,2,,,,Yes,Yes,,
15124,5/20/19,St. Francis College,Electronic,Yes,67,Yes,Yes,Yes,,Yes,,
15125,5/20/19,T3 Micro Inc.,Electronic,,672,,,,Yes,,,
15127,5/21/19,"Smooth-On, Inc. and Reynolds Advanced Materials",Electronic,,158,,,,Yes,,,
15128,5/21/19,"American Express Travel Related Services Company, Inc",Paper,,2,,,,Yes,,,
15129,5/21/19,Equitas Health,Electronic,Yes,1,Yes,,,,Yes,,
15130,5/21/19,Discover Financial Services,Electronic,Yes,4,Yes,,,Yes,Yes,,
15131,5/21/19,Cooperative for Assistance and Relief Everywhere (CARE),Electronic,Yes,2,,Yes,,,,,
15133,5/21/19,Hematology Oncology Associates,Electronic,Yes,2,,,,,,,
15134,5/22/19,Mrlandlord.com,Electronic,,3,,,,Yes,,,
15135,5/22/19,Haws Corporation,Electronic,Yes,2,Yes,,,,Yes,,
15136,5/22/19,"Accutrace, Inc.",Paper,,2,Yes,,,,Yes,,
15137,5/22/19,Southwest Wisconsin Technical College,Electronic,,1,,,,Yes,Yes,,
15138,5/22/19,American Express Travel Related Services Company Inc.,Electronic,,71,,,,Yes,,,
15139,5/22/19,American General Life Insurance Company,Paper,Yes,1,Yes,Yes,,,Yes,,
15132,5/22/19,American Express Travel Related Services Company Inc.,Electronic,,1,,,,Yes,,,
15214,5/22/19,Avalara Inc.,Electronic,Yes,9,Yes,,Yes,,Yes,,
15140,5/23/19,Georgia Institute of Technology,Electronic,Yes,23231,Yes,,,,Yes,,
15142,5/23/19,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
15143,5/24/19,"Redtail Technology, Inc.",Electronic,Yes,93,Yes,,,,Yes,,
15144,5/24/19,Winchester Savings Bank,Electronic,,4,,,,Yes,,,
15145,5/24/19,United Bank,Electronic,Yes,6,Yes,Yes,,,,,
15146,5/24/19,Savers Bank,Electronic,,1,,Yes,,Yes,,,
15147,5/24/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15148,5/24/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15149,5/24/19,Northwestern Health Sciences University,Electronic,Yes,5,Yes,,Yes,,Yes,,
15150,5/24/19,The Village Bank,Electronic,,1,,,,Yes,,,
15151,5/24/19,HP Restaurant Group,Electronic,Yes,200,,,,Yes,,,
15152,5/24/19,National Wildlife Federation,Electronic,Yes,1233,,,,Yes,,,
15153,5/24/19,Drury Hotels Company LLC,Electronic,,61,,,,Yes,Yes,,
15154,5/24/19,Dawn Food Products Inc.,Electronic,Yes,5,Yes,,,,Yes,,
15141,5/24/19,The Village Bank,Electronic,,1,,,,Yes,,,
15157,5/24/19,Symphony Performance Health Inc.,Electronic,Yes,4,Yes,Yes,,,Yes,,
15155,5/25/19,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
15156,5/25/19,Saint John's University,Electronic,,1,,,,Yes,Yes,,
15158,5/28/19,"RLG Tax Advisors, LLC",Electronic,Yes,3,Yes,Yes,,,,,
15159,5/28/19,Aprio LLP,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
15160,5/28/19,American Express Travel Related Services Company Inc.,Electronic,,1,,,,Yes,,,
15161,5/28/19,Salem Five,Electronic,Yes,2,Yes,,,,Yes,,
15162,5/28/19,Mediant Communications Inc.,Electronic,Yes,4940,Yes,Yes,,,Yes,,
14676,5/29/19,"Nuna Baby Essentials, Inc.",Electronic,Yes,9,,,,Yes,Yes,,
14639,5/29/19,CleanMark Group Inc.,Electronic,,20,Yes,,,,Yes,,
15163,5/30/19,Colgate University,Electronic,,9,,,,Yes,Yes,,
15164,5/30/19,Eagle Bank,Electronic,,2,,,,Yes,,,
15168,5/30/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15169,5/30/19,"Blad & Associates, P.C.",Electronic,Yes,1,Yes,Yes,,,Yes,,
15166,5/30/19,Mutual One Bank,Electronic,,2,,,,Yes,,,
15167,5/31/19,WINCHESTER SAVINGS BANK,Electronic,,7,,,,Yes,,,
15180,5/31/19,Charles Schwab & Co Inc,Paper,Yes,2,Yes,Yes,,,Yes,,
15170,5/31/19,Capital One,Electronic,Yes,1,Yes,Yes,,,Yes,,
15171,5/31/19,Massachusetts Mutual Life Insurance Company,Electronic,,2,Yes,,,,Yes,,
15172,5/31/19,Barclays Bank Delaware,Electronic,,1,,,,Yes,,,
15173,5/31/19,Brattleboro Savings & Loan Association,Electronic,Yes,4,Yes,Yes,,,Yes,,
15165,5/31/19,Main Street Bank,Electronic,,2,,,,Yes,,,
15174,6/3/19,"BMSS, LLC",Electronic,Yes,5,Yes,Yes,,,Yes,,
15175,6/3/19,Verizon,Paper,,1,,,,Yes,Yes,,
15176,6/3/19,Savers Bank,Electronic,,2,,,,Yes,,,
15177,6/3/19,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
15178,6/3/19,Michigan Technological University,Electronic,,1,,,,Yes,Yes,,
15179,6/3/19,Envoy Mortgage Ltd.,Electronic,Yes,2,,Yes,,,,,
15182,6/3/19,"Rocket Dollar, Inc.",Paper,Yes,11,Yes,Yes,Yes,,Yes,,
15183,6/3/19,Washington Department of Health,Electronic,Yes,2,Yes,,,,Yes,,
15184,6/4/19,The Village Bank,Electronic,,1,,,,Yes,,,
15185,6/4/19,Jackson National Life Insurance Company,Electronic,,637,,Yes,,,Yes,,
15186,6/4/19,The Vanguard Group Inc,Electronic,Yes,3,Yes,Yes,,,Yes,,
15187,6/4/19,Sterling & Sterling LLC dba Sterling Risk,Electronic,Yes,1,Yes,Yes,,,Yes,,
15188,6/4/19,The Living Desert,Electronic,Yes,2,,,,Yes,Yes,,
15189,6/4/19,Steward Health Care System LLC,Electronic,Yes,1806,Yes,,,,Yes,,
15190,6/4/19,"Perceptics, LLC",Electronic,Yes,1,Yes,,,,Yes,,
15191,6/4/19,Hajoca Corporation,Electronic,Yes,1,,,,Yes,Yes,,
15181,6/4/19,Retrieval-Masters Creditors Bureau Inc,Electronic,Yes,112958,Yes,,,Yes,,,
15192,6/5/19,Cornerstone Bank,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
15193,6/5/19,ST. MARY'S CREDIT UNION,Electronic,,1,,Yes,,Yes,,,
15194,6/5/19,"Tessera Technologies, Inc.",Electronic,Yes,4,Yes,,,,Yes,,
15195,6/5/19,"RealtyShares, Inc.",Electronic,Yes,80,,Yes,,,,,Yes
15196,6/5/19,American Rental Association,Electronic,Yes,11,,,,Yes,Yes,,
15197,6/5/19,St. Joseph's/Candler Health Services,Electronic,Yes,2,Yes,Yes,,,Yes,,
15198,6/5/19,"Transamerica, LLC and its affiliates",Electronic,Yes,2,Yes,,,,Yes,,
15199,6/5/19,Katahdin Federal Credit Union,Electronic,Yes,1,,Yes,,,,,
15200,6/5/19,Avid Technology,Electronic,Yes,807,Yes,Yes,,,Yes,,
15201,6/5/19,University of Alaska,Electronic,Yes,22,Yes,Yes,Yes,,Yes,,
15202,6/6/19,Dedham Savings,Electronic,,28,,,,Yes,Yes,,
15203,6/6/19,Aveanna Healthcare,Paper,Yes,1,Yes,,,,Yes,,
15204,6/6/19,Manning Silverman & Company,Electronic,Yes,6,Yes,,,,Yes,,
15206,6/6/19,"Eton Advisors Group, LLC",Electronic,Yes,5,Yes,Yes,,,Yes,,
15207,6/6/19,"Sage Advisors, LLC",Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
15208,6/7/19,Adams Community Bank,Electronic,,1,,,,Yes,,,
15209,6/7/19,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
15210,6/7/19,"Holy Family Hospital, Steward Health Care Hospital",Paper,,1,Yes,,,,Yes,,
15211,6/7/19,Nidec Motor Corporation,Electronic,Yes,15,Yes,,Yes,,Yes,,
15212,6/7/19,"Acrisure LLC, d/b/a Filice Insurance Agency",Electronic,Yes,48,Yes,Yes,Yes,,Yes,,
15213,6/7/19,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
15205,6/7/19,Darwin¶s Natural Pet Products,Electronic,Yes,406,,,,Yes,,,
15215,6/7/19,Princess Polly Group Pty Ltd,Electronic,Yes,3184,,,,Yes,,,
15216,6/7/19,Diamond Financial USA,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,Yes
15217,6/7/19,Cetera Financial Group Inc.,Electronic,Yes,23,Yes,,Yes,,Yes,,
15218,6/10/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15219,6/10/19,"Thompson Gas, LLC",Electronic,Yes,1,Yes,,Yes,,Yes,,
15220,6/10/19,Breckenridge Grand Vacations,Electronic,Yes,10,Yes,Yes,,,Yes,,Yes
15221,6/11/19,"Charles Schwab & Co., Inc",Electronic,Yes,2,Yes,,,,Yes,,
15222,6/11/19,The Winebow Group LLC,Electronic,Yes,7,Yes,,,,Yes,,
15223,6/11/19,Community Housing Partners,Electronic,Yes,1,Yes,,,,Yes,,
15224,6/12/19,Northeast Rehabilitation Hospital Network,Paper,Yes,1,,Yes,,,,,
15225,6/12/19,Adams Community Bank,Electronic,,2,,,,Yes,,,
15226,6/12/19,"Wells Fargo Bank, N.A",Paper,Yes,1,,Yes,,,,,Yes
15227,6/12/19,Nelnet,Paper,Yes,1,,Yes,,,,,
15228,6/13/19,"American Express Travel Related Services Company, Inc",Electronic,,1917,,,,Yes,,,
15229,6/13/19,Kalamazoo College Bookstore,Electronic,,2,,,,Yes,,,
15230,6/13/19,Missouri Southern State University,Electronic,Yes,16,Yes,,,,Yes,,
15234,6/13/19,Santa Barbara City College,Electronic,,2,,,,Yes,Yes,,
15231,6/14/19,Webster Five Cents Savings Bank,Electronic,,8,,,,Yes,,,
15232,6/14/19,"EatStreet, Inc.",Electronic,Yes,349,,Yes,,Yes,,,
15233,6/14/19,Memorial Hospital At Gulfport,Electronic,Yes,11,Yes,,,,Yes,,
15235,6/17/19,Rockland Trust,Electronic,Yes,1,Yes,Yes,,,Yes,,
15236,6/17/19,Rockland Trust,Paper,Yes,2,,Yes,,,,,
15237,6/17/19,Rockland Trust,Paper,,1,,Yes,,,Yes,,
15238,6/17/19,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
15239,6/17/19,Rockland Trust,Electronic,,2,,,,,,,
15240,6/17/19,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
15241,6/17/19,Rockland Trust,Paper,Yes,2,,Yes,,,Yes,,
15242,6/17/19,Rockland Trust,Electronic,,1,,Yes,,,Yes,,
15243,6/17/19,Rockland Trust,Paper,Yes,1,,Yes,,,Yes,,
15244,6/17/19,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
15245,6/17/19,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
15246,6/17/19,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
15248,6/17/19,"EMP III, Inc. d/b/a Alpha Property Management",Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
15249,6/17/19,The Meltzer Group Inc.,Electronic,Yes,2,Yes,,,,Yes,,
15250,6/17/19,JD Bank,Electronic,Yes,6,Yes,Yes,Yes,Yes,Yes,,
15251,6/17/19,Hamilton College,Electronic,Yes,1,,,Yes,,,,
15262,6/17/19,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
15263,6/18/19,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
15264,6/18/19,Hood & Associates CPAs PC,Electronic,Yes,9,Yes,Yes,Yes,,Yes,,
15261,6/18/19,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
15252,6/18/19,Community Healthlink,Electronic,Yes,713,Yes,,Yes,,Yes,,
15253,6/18/19,Maryland Institiute College of Art,Electronic,Yes,7,Yes,,,,Yes,,
15254,6/18/19,The Village Bank,Electronic,,1,,,,Yes,,,
15255,6/18/19,Global LT,Electronic,Yes,1,Yes,Yes,,,Yes,,
15256,6/18/19,The Village Bank,Electronic,,2,,,,Yes,,,
15258,6/18/19,The Village Bank,Electronic,,1,,,,Yes,,,
15259,6/18/19,American Express Travel Related Services Company Inc.,Electronic,,6,,,,Yes,,,
15260,6/19/19,The Village Bank,Electronic,,2,,,,Yes,,,
15257,6/19/19,The Village Bank,Electronic,,1,,,,Yes,,,
15265,6/19/19,Cincinnati Bell Inc.,Electronic,,6,Yes,,,,Yes,,
15266,6/19/19,HintonBurdick CPA & Advisors,Electronic,Yes,2,Yes,,,,Yes,,
15267,6/19/19,Steppenwolf Theatre Company,Electronic,Yes,1,Yes,,,,Yes,,
15268,6/19/19,Eastern Bank,Electronic,,304,,,,Yes,,,
15269,6/19/19,Eastern Bank,Electronic,,165,,,,Yes,,,
15270,6/19/19,Robert Wilson & Company Inc.,Electronic,Yes,78,Yes,,,,Yes,,
15271,6/20/19,ShowMeCables,Electronic,Yes,5,,,,Yes,Yes,,
15272,6/20/19,Eagle Bank,Electronic,,1,,,,Yes,,,
15276,6/20/19,Boulevard Surgical Associates,Paper,Yes,1,Yes,,,,Yes,,
15274,6/20/19,Color Street LLC,Paper,,8,Yes,,,,Yes,,
15275,6/21/19,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
15284,6/21/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15285,6/21/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15286,6/21/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15287,6/21/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15291,6/21/19,"Dominion Dental Services, Inc.",Electronic,Yes,5618,Yes,Yes,,,Yes,,
15277,6/21/19,The Village Bank,Electronic,,5,,,,Yes,,,
15278,6/21/19,The Nowell Agency,Electronic,Yes,1,,,Yes,,Yes,,
15279,6/21/19,JP Morgan Chase Bank NA,Paper,Yes,1,,,,Yes,,,
15280,6/21/19,St. Mary's Credit Union,Electronic,,1,,Yes,,Yes,,,
15281,6/21/19,"Delaware Life Insurance Company and its subsidiary, Delaware Life Insurance Company of New York",Electronic,,450,Yes,,,,Yes,,
15282,6/21/19,St. Mary's Credit Union,Electronic,,5,,Yes,,Yes,,,
15283,6/24/19,Savers Bank,Electronic,,2,,,,Yes,,,
15292,6/24/19,National Aviation Academy,Electronic,Yes,6,Yes,,,,Yes,,
15293,6/24/19,Kurt J. Lesker Company,Electronic,Yes,4,Yes,Yes,,,Yes,,
15294,6/24/19,Bank of America,Electronic,Yes,1,Yes,,,Yes,Yes,,
15295,6/24/19,Bank of America,Paper,Yes,1,Yes,Yes,,Yes,Yes,,
15288,6/24/19,The National World War II Museum Inc.,Electronic,Yes,43,,,,Yes,,,
15289,6/24/19,Raymond James Financial,Electronic,Yes,1,,Yes,,,Yes,,
15298,6/24/19,Wor-Wic Community College,Electronic,Yes,6,Yes,,,,Yes,,
15299,6/25/19,"Cvent, Inc.",Electronic,Yes,886,,,,Yes,Yes,,
15300,6/25/19,The Union Labor Life Insurance Company,Electronic,Yes,13,Yes,,,,Yes,,
15296,6/25/19,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
15297,6/25/19,"Hite, Fanning & Honeyman, LLP",Electronic,Yes,3,Yes,,Yes,,Yes,,
15315,6/26/19,"Epsilon Data Management, LLC",Paper,,19,Yes,Yes,,,,,
15301,6/26/19,"Castle Branch, Inc",Paper,Yes,1,Yes,,,,Yes,,
15302,6/26/19,Adams Community Bank,Electronic,,3,,,,Yes,,,
15303,6/26/19,Adams Community Bank,Electronic,,3,,,,Yes,,,
15304,6/26/19,Savers Bank,Electronic,,1,,,,Yes,,,
15305,6/26/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15306,6/26/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15307,6/26/19,Calista Corporation,Electronic,,1,Yes,,,,Yes,,
15308,6/26/19,IM Shopping Inc.,Electronic,Yes,195,,Yes,,Yes,Yes,,
15313,6/26/19,A.T. Cross Company,Electronic,Yes,37,,,,Yes,,,
15314,6/27/19,Toyota and Lexus Financial Services,Electronic,,66,,Yes,,,Yes,,
15309,6/27/19,The Village Bank,Electronic,,1,,,,Yes,,,
15310,6/27/19,Micro-Mom Scooters LLC d/b/a Micro Kickboard,Electronic,,205,,,,Yes,,,
15311,6/27/19,"PAR Electrical Contractors, Inc.",Electronic,,8,Yes,,,,Yes,,
15312,6/27/19,"Forge Consulting, LLC",Electronic,Yes,11,Yes,Yes,Yes,,Yes,,
15316,6/27/19,Ryder Systems Inc.,Electronic,,8,Yes,,,,Yes,,
15317,6/28/19,"Hauser, Inc.",Electronic,,45,Yes,,,,Yes,,
15318,6/28/19,"TriNet USA, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
15319,6/28/19,Rockland Trust,Electronic,Yes,3,,Yes,,,Yes,,
15320,6/28/19,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
15321,6/28/19,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
15322,6/28/19,Fidelity Brokerage Services LLC,Electronic,Yes,1,Yes,,,,Yes,,
15323,6/28/19,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
15324,6/28/19,Summa Health,Electronic,Yes,1,Yes,,,,Yes,,
15325,6/28/19,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
15326,7/1/19,Cambridge Savings Bank,Electronic,,5,,Yes,,,,,
15327,7/1/19,"SLMP, LLC",Electronic,Yes,1,,,,Yes,,,
15328,7/1/19,The Village Bank,Electronic,,1,,,,Yes,,,
15329,7/1/19,Advanced Energy Industries Inc.,Paper,Yes,17,Yes,Yes,,,Yes,,
15330,7/1/19,American Express Travel Related Services Company Inc.,Electronic,,14,,,,Yes,,,
15331,7/2/19,Bunker Hill Community College,Electronic,Yes,1,Yes,,,,,,
15332,7/2/19,International Finance Bank,Electronic,Yes,3,Yes,,Yes,,Yes,,
15333,7/2/19,American Express Travel Related Services Company Inc.,Electronic,,5,,,,Yes,,,
15334,7/2/19,Blackcountry Edge Inc.,Electronic,Yes,417,,,,Yes,Yes,,
15335,7/2/19,American General Life Insurance Company,Paper,Yes,1,Yes,,,,Yes,,
15336,7/2/19,ST. MARY'S CREDIT UNION,Electronic,,3,,Yes,,Yes,,,
15337,7/2/19,Florida International University,Electronic,Yes,3,Yes,,,,Yes,,
15339,7/2/19,Main Street Bank,Electronic,,2,,,,Yes,,,
15340,7/3/19,Norwood Hospital,Electronic,Yes,1,Yes,,,,Yes,,
15341,7/3/19,"Interval International, Inc.",Paper,,2,,,,Yes,,,
15342,7/3/19,Institute for Defense and Business,Electronic,Yes,4,Yes,Yes,Yes,Yes,Yes,,
15343,7/3/19,BLUEGREEN VACATIONS CORPORATION,Paper,,1,,,,,Yes,,
15344,7/3/19,Bankers Standard Insurance Company,Paper,Yes,3,,,Yes,,Yes,,
15345,7/3/19,"FlexCare, LLC d/b/a FlexCare Medical Staffing",Electronic,Yes,116,Yes,,Yes,,Yes,,
15346,7/3/19,McNeese State University,Electronic,Yes,1,Yes,,,,Yes,,
15338,7/3/19,Mercy Health System Corporation,Electronic,,1,Yes,,,,,,
15347,7/4/19,Implant Direct Sybron International LLC,Electronic,Yes,1,,,,Yes,Yes,,
15348,7/5/19,Celink,Electronic,Yes,4,Yes,,,,Yes,,
15349,7/5/19,MA Department of Public Health,Electronic,Yes,2,,,,Yes,,,
15350,7/5/19,Winchester Savings Bank,Electronic,,4,,,,Yes,,,
15351,7/5/19,Savers Bank,Electronic,,1,,,,Yes,,,
15352,7/5/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15353,7/5/19,Mutual One Bank,Electronic,,2,,,,Yes,,,
15354,7/5/19,Inter-Continental Cigar Corporation,Electronic,,46,,,,Yes,Yes,,
15647,7/5/19,"Prida, Guida & Perez, P.A.",Electronic,Yes,666,Yes,,Yes,,Yes,,
15355,7/8/19,"Wells Fargo Bank, N.A.",Electronic,Yes,14,,Yes,,,Yes,,
15356,7/8/19,Kolbrenner & Alexander LLC,Electronic,Yes,24,Yes,Yes,Yes,,Yes,,
15357,7/8/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15358,7/8/19,"Blu Dot Design & Manufacturing, Inc",,Yes,5,,,,Yes,,,
15359,7/8/19,The American Kennel Club,Electronic,Yes,2,Yes,,,,Yes,,
15360,7/8/19,Cape Code Five,Paper,Yes,1,,,Yes,,,,
15361,7/9/19,Alexandrian Hotel,Electronic,Yes,3,,,,Yes,,,
15362,7/9/19,Gettysburg Flag Works,Electronic,Yes,41,,,,Yes,Yes,,
15363,7/9/19,BBX Capital Corporation,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
15364,7/9/19,Norwood Hospital,Electronic,Yes,1,Yes,,,,Yes,,
15365,7/9/19,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
15366,7/9/19,Mission Asset Fund,Electronic,Yes,61,,Yes,,,Yes,,
15367,7/9/19,Intrepid Benefits Colorado,Electronic,Yes,16,Yes,,,,Yes,,
15368,7/9/19,Voltari Corporation,Electronic,Yes,1,Yes,,,,Yes,,
15370,7/9/19,Diamond Resorts,Paper,Yes,2,Yes,,Yes,,Yes,,
15371,7/10/19,"Zeno Management, Inc.",Paper,Yes,3,Yes,Yes,,,Yes,,
15373,7/10/19,Capital One,Electronic,Yes,1,Yes,,,Yes,Yes,,
15374,7/10/19,Miller Kaplan Arase LLP,Electronic,,9,Yes,Yes,,,Yes,,
15375,7/10/19,Genworth Financial,Paper,Yes,1,,Yes,,,Yes,,
15376,7/10/19,Corinthian Wealth Management,Electronic,Yes,1,Yes,,,,Yes,,
15369,7/10/19,The Village Bank,Electronic,,1,,,,Yes,,,
15377,7/11/19,Siemens Logistics LLC,Electronic,Yes,1,Yes,,Yes,,Yes,,Yes
15378,7/11/19,JP Morgan Chase Bank NA,Electronic,Yes,1,,Yes,,,,,
15379,7/11/19,Wise Health System,Electronic,Yes,4,,,,,Yes,,
15380,7/11/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15381,7/11/19,Mutual One Bank,Electronic,,1,,,,Yes,,,
15382,7/11/19,Main Street Bank,Electronic,,1,,,,Yes,,,
15383,7/11/19,Barclays Bank Delaware,Electronic,Yes,1,,,,Yes,,,
15384,7/11/19,"Wells Fargo Bank, N.A.",Electronic,Yes,2,,Yes,,,Yes,,
15385,7/11/19,Primark US Corp.,Electronic,,3,,Yes,,,Yes,,
15386,7/11/19,Ameritas Life Insurance Corp. of New York,Electronic,Yes,86,Yes,,,,Yes,,
15387,7/11/19,Ameritas Life Insurance Corp.,Electronic,Yes,2386,Yes,,,,Yes,,
15372,7/11/19,City College of San Francisco,Electronic,Yes,1,Yes,,Yes,,Yes,,
15460,7/11/19,Delta Dental,Paper,Yes,1,Yes,,,,,,
15400,7/12/19,"Adirondacks ACO, LLC",Electronic,Yes,1,,,,,Yes,,
15538,7/12/19,"Vitagene, Inc.",Electronic,Yes,44,,,,,Yes,,
15395,7/12/19,"Rogerson House, Inc.",Electronic,,445,Yes,,,,Yes,,
15396,7/12/19,"Springhouse, Inc.",Electronic,,393,Yes,,,,Yes,,
